ORF	SGD	GENENAME	EtOHvsMOCK.WT	EtOHvsMOCK.MSN24dd	EtOH.MSN24ddvsWT	MOCK.MSN24ddvsWT	EtOHvsWT.MSN24ddvsWT	AveExpr	F	P.Value	adj.P.Val
YDR463W	S000002871	STP1	-0.263	-0.431	-0.0873	0.0803	-0.168	5.1	8.97	4.21e-4	0
YLR368W	S000004360	MDM30	0.0781	0.413	0.256	-0.0796	0.335	4.55	8.97	4.22e-4	0
YAL041W	S000000039	CDC24	-0.239	0.0943	0.359	0.0259	0.333	6.28	8.96	4.24e-4	0
YJL111W	S000003647	CCT7	-0.271	-0.182	0.0997	0.0113	0.0885	8.2	8.95	4.25e-4	0
YPL183W-A	S000007224	RTC6	-0.461	-0.401	-0.305	-0.365	0.06	3.84	8.94	4.28e-4	0
YKR031C	S000001739	SPO14	0.0334	-0.406	-0.289	0.15	-0.439	5.37	8.94	4.3e-4	0
YJL216C	S000003752	IMA5	1.08	1.15	-0.257	-0.318	0.0613	1.17	8.92	4.34e-4	0
YDR080W	S000002487	VPS41	0.0844	0.355	0.332	0.0612	0.271	4.8	8.92	4.34e-4	0
YGR275W	S000003507	RTT102	-0.483	-0.359	0.313	0.189	0.124	3.78	8.9	4.41e-4	0
YLR284C	S000004274	ECI1	0.344	0.528	0.576	0.393	0.184	2.13	8.9	4.41e-4	0
YER130C	S000000932	COM2	0.159	0.435	0.312	0.0361	0.276	4.2	8.89	4.45e-4	0
YJL106W	S000003642	IME2	0.76	0.315	-0.784	-0.338	-0.445	2.17	8.88	4.48e-4	0
YMR285C	S000004898	NGL2	-0.323	-0.206	0.186	0.0689	0.117	5.08	8.88	4.48e-4	0
YBL080C	S000000176	PET112	0.388	0.473	-0.129	-0.214	0.0844	3.58	8.87	4.49e-4	0
YMR204C	S000004817	INP1	0.319	0.776	0.584	0.126	0.458	2.51	8.86	4.54e-4	0
YCR045W-A	S000028607	NA	-0.942	-1.2	-0.376	-0.113	-0.263	1.18	8.85	4.55e-4	0
YOR394W	S000005921	PAU21	1.93	2.38	0.49	0.0379	0.453	-1.11	8.84	4.58e-4	0
YFL017W-A	S000002965	SMX2	-0.772	-0.197	0.0434	-0.532	0.575	2.34	8.83	4.61e-4	0
YLR018C	S000004008	POM34	0.255	0.325	0.085	0.0152	0.0698	5.59	8.83	4.62e-4	0
YLR204W	S000004194	QRI5	-0.422	-0.232	-0.024	-0.214	0.19	4.46	8.83	4.62e-4	0
YIL044C	S000001306	AGE2	0.0929	0.314	0.257	0.0363	0.221	5.42	8.82	4.65e-4	0
YKL005C	S000001488	BYE1	0.333	-0.0764	-0.428	-0.0185	-0.41	4.79	8.82	4.65e-4	0
YHR003C	S000001045	TCD1	-0.317	0.166	0.378	-0.106	0.484	6.04	8.82	4.66e-4	0
YMR265C	S000004878	NA	-0.0197	-0.356	-0.693	-0.357	-0.336	2.56	8.81	4.67e-4	0
YDR042C	S000002449	NA	1.16	1.19	0.426	0.39	0.0364	1.12	8.81	4.69e-4	0
YMR039C	S000004642	SUB1	0.763	0.343	-0.0864	0.334	-0.42	4.92	8.81	4.69e-4	0
YKL028W	S000001511	TFA1	-0.345	-0.0695	0.454	0.179	0.275	5.43	8.79	4.73e-4	0
YDR085C	S000002492	AFR1	0.927	0.642	-0.367	-0.0822	-0.285	1.39	8.79	4.74e-4	0
YBR296C	S000000500	PHO89	-2.08	0.0645	2.08	-0.0711	2.15	0.431	8.78	4.77e-4	0
YDL086W	S000002244	NA	-0.0129	-0.269	-0.325	-0.0692	-0.256	6.89	8.78	4.77e-4	0
YMR244W	S000004858	NA	1.65	1.29	0.687	1.04	-0.357	-0.93	8.77	4.8e-4	0
YIL156W	S000001418	UBP7	-0.134	-0.476	-0.27	0.072	-0.342	4.74	8.77	4.82e-4	0
YOR038C	S000005564	HIR2	0.17	0.329	0.105	-0.0536	0.158	5.78	8.75	4.88e-4	0
YLR211C	S000004201	ATG38	0.578	1.13	0.626	0.076	0.55	1.51	8.74	4.89e-4	0
YBR172C	S000000376	SMY2	-0.362	-0.128	0.297	0.0626	0.235	6.36	8.73	4.93e-4	0
YCR097W	S000000694	HMRA1	0.584	0.533	0.0184	0.0691	-0.0508	3.05	8.72	4.96e-4	0
YIL020C-A	S000028787	NA	-1.57	-1.27	-0.299	-0.594	0.295	1.26	8.71	5e-4	0
YML067C	S000004532	ERV41	0.11	0.328	0.224	0.00649	0.217	6.43	8.71	5.02e-4	0
YGR058W	S000003290	PEF1	-0.524	-0.221	0.495	0.192	0.303	3.87	8.7	5.04e-4	0
YER018C	S000000820	SPC25	-0.578	-0.402	0.612	0.435	0.176	2.31	8.68	5.1e-4	0
YKL090W	S000001573	CUE2	0.215	0.419	0.305	0.1	0.205	3.98	8.66	5.17e-4	0
YPL132W	S000006053	COX11	-0.0985	-0.368	-0.373	-0.104	-0.269	4.66	8.65	5.21e-4	0
YIL130W	S000001392	ASG1	0.0781	0.0108	0.331	0.399	-0.0673	5.83	8.64	5.27e-4	0
YHR102W	S000001144	KIC1	-0.404	-0.274	0.157	0.0276	0.129	5.45	8.62	5.3e-4	0
YGL071W	S000003039	AFT1	-0.367	-0.0185	0.374	0.0252	0.349	5.72	8.62	5.31e-4	0
YOL152W	S000005512	FRE7	-0.808	-0.751	-1.24	-1.29	0.0573	1.56	8.58	5.48e-4	0
YNL138W-A	S000028509	YSF3	-0.898	-0.576	0.255	-0.0666	0.322	2.33	8.57	5.49e-4	0
YLR114C	S000004104	AVL9	-0.323	-0.0113	0.384	0.0722	0.311	5.71	8.57	5.49e-4	0
YLL044W	S000003967	NA	-1.59	-1.3	-0.00784	-0.302	0.295	1.54	8.57	5.52e-4	0
YPL170W	S000006091	DAP1	-0.351	-0.672	-0.149	0.172	-0.321	3.81	8.56	5.54e-4	0
YJL056C	S000003592	ZAP1	-0.462	-0.539	0.113	0.189	-0.0764	2.98	8.54	5.61e-4	0
YBL043W	S000000139	ECM13	1.12	2.25	0.344	-0.789	1.13	-0.587	8.54	5.62e-4	0
YPR047W	S000006251	MSF1	0.311	0.629	0.0922	-0.226	0.318	4.38	8.53	5.65e-4	0
YPL178W	S000006099	CBC2	-0.0632	0.314	0.261	-0.116	0.377	6.13	8.53	5.67e-4	0
YBR007C	S000000211	DSF2	-0.0757	-0.267	0.202	0.393	-0.191	4.07	8.52	5.71e-4	0
YDL168W	S000002327	SFA1	-0.292	0.11	0.375	-0.0264	0.401	6.46	8.51	5.74e-4	0
YDL042C	S000002200	SIR2	-0.377	-0.101	0.302	0.026	0.276	4.72	8.5	5.77e-4	0
YKL112W	S000001595	ABF1	-0.293	-0.0719	0.386	0.165	0.221	6.31	8.5	5.78e-4	0
YGL123C-A	S000028634	NA	-1.4	-1.7	-0.494	-0.198	-0.296	2.67	8.5	5.78e-4	0
YKL185W	S000001668	ASH1	0.0936	-0.233	-0.371	-0.0442	-0.326	7.3	8.49	5.8e-4	0
YML005W	S000004464	TRM12	-0.502	-0.326	0.165	-0.0111	0.176	4.43	8.49	5.8e-4	0
YOR151C	S000005677	RPB2	-0.251	-0.0566	0.272	0.0769	0.195	8.24	8.49	5.8e-4	0
YKL132C	S000001615	RMA1	0.938	0.441	-0.221	0.276	-0.497	2.1	8.48	5.84e-4	0
YJR160C	S000003921	MPH3	1.92	2.11	-0.942	-1.13	0.189	0.815	8.48	5.85e-4	0
YPL002C	S000005923	SNF8	-0.293	-0.506	-0.0744	0.139	-0.214	3.68	8.47	5.9e-4	0
YEL076C	S000000802	NA	-1.73	-4.07	-1.57	0.762	-2.33	-1.01	8.46	5.92e-4	0
YPR135W	S000006339	CTF4	-0.012	0.303	0.411	0.0962	0.315	4.91	8.46	5.94e-4	0
YKR074W	S000001782	AIM29	0.406	0.0432	-0.246	0.116	-0.362	5.03	8.46	5.95e-4	0
YKL089W	S000001572	MIF2	-0.665	-0.36	0.272	-0.0334	0.305	3.19	8.46	5.95e-4	0
YOL026C	S000005386	MIM1	0.782	0.678	-0.352	-0.248	-0.104	3.36	8.45	5.96e-4	0
YKL033W	S000001516	TTI1	-0.472	-0.1	0.375	0.00249	0.372	5.06	8.44	5.99e-4	0
YPR045C	S000006249	THP3	0.508	0.318	-0.113	0.0771	-0.19	4.59	8.43	6.04e-4	0
YNL267W	S000005211	PIK1	0.15	0.233	0.267	0.184	0.0828	6.43	8.43	6.06e-4	0
YBR002C	S000000206	RER2	-0.153	-0.319	-0.212	-0.0462	-0.166	5.42	8.42	6.11e-4	0
YLR459W	S000004451	GAB1	0.0471	0.379	0.253	-0.0799	0.332	6.2	8.41	6.15e-4	0
YKL105C	S000001588	SEG2	0.371	0.4	0.179	0.15	0.0291	5.28	8.39	6.21e-4	0
YOR131C	S000005657	NA	0.301	0.349	-0.00978	-0.0573	0.0475	4.74	8.39	6.23e-4	0
YGR270W	S000003502	YTA7	0.413	0.144	-0.0885	0.18	-0.268	6.37	8.39	6.23e-4	0
YBR015C	S000000219	MNN2	0.168	-0.134	-0.31	-0.00828	-0.302	7.75	8.38	6.26e-4	0
YLR032W	S000004022	RAD5	0.15	0.292	0.327	0.185	0.142	5.04	8.35	6.39e-4	0
YER178W	S000000980	PDA1	0.243	-0.125	-0.462	-0.0938	-0.368	9.37	8.35	6.39e-4	0
YLR090W	S000004080	XDJ1	-0.317	-0.352	-0.142	-0.106	-0.0354	4.8	8.35	6.42e-4	0
YLR447C	S000004439	VMA6	0.031	0.259	0.216	-0.012	0.228	8.48	8.34	6.45e-4	0
YGL226C-A	S000003194	OST5	-0.455	-0.275	0.228	0.048	0.18	5.34	8.33	6.46e-4	0
YOR229W	S000005755	WTM2	0.478	-0.0643	-0.377	0.165	-0.542	4.03	8.32	6.52e-4	0
YDR236C	S000002644	FMN1	0.337	0.438	0.0516	-0.0492	0.101	5.08	8.32	6.52e-4	0
YPR105C	S000006309	COG4	0.0788	0.33	0.346	0.095	0.251	5.73	8.32	6.54e-4	0
YOR110W	S000005636	TFC7	0.347	0.363	-0.0427	-0.0592	0.0165	4.72	8.31	6.56e-4	0
YJL133W	S000003669	MRS3	0.249	-0.0573	-0.333	-0.0266	-0.306	6.26	8.3	6.62e-4	0
YKR037C	S000001745	SPC34	0.457	0.251	-0.0746	0.132	-0.206	4.21	8.29	6.67e-4	0
YBR270C	S000000474	BIT2	0.576	0.36	-0.266	-0.0499	-0.216	3.04	8.28	6.71e-4	0
YOR244W	S000005770	ESA1	0.373	0.445	0.164	0.0918	0.0718	4.68	8.28	6.71e-4	0
YDR390C	S000002798	UBA2	-0.346	-0.0156	0.35	0.0197	0.331	5.61	8.27	6.78e-4	0
YJR152W	S000003913	DAL5	0.618	0.801	0.0923	-0.0908	0.183	2.8	8.26	6.8e-4	0
YBL023C	S000000119	MCM2	-0.274	-0.241	0.0804	0.0472	0.0331	5.62	8.24	6.91e-4	0
YLR297W	S000004288	NA	1.34	-0.278	-1.47	0.142	-1.62	1.05	8.24	6.91e-4	0
YJL173C	S000003709	RFA3	-0.333	-0.404	-0.0915	-0.0198	-0.0717	4.82	8.23	6.94e-4	0
YKR103W	S000001811	NFT1	0.47	0.34	-0.116	0.0147	-0.13	4.3	8.21	7.06e-4	0
YOL066C	S000005427	RIB2	4.97e-4	0.252	0.4	0.148	0.252	5.09	8.2	7.12e-4	0
YOR019W	S000005545	NA	0.991	0.285	-0.661	0.0452	-0.706	1.53	8.2	7.12e-4	0
YOL042W	S000005402	NGL1	0.328	0.314	0.0298	0.0439	-0.0141	4.61	8.19	7.12e-4	0
YPL258C	S000006179	THI21	0.869	0.623	0.0452	0.291	-0.246	1.99	8.18	7.2e-4	0
YPL020C	S000005941	ULP1	0.214	0.53	0.456	0.14	0.316	4.43	8.16	7.27e-4	0
YKL068W-A	S000028524	NA	-0.78	-0.421	0.0846	-0.275	0.359	3.33	8.15	7.33e-4	0
YDL125C	S000002283	HNT1	0.469	0.297	-0.191	-0.0199	-0.171	6.76	8.15	7.33e-4	0
YNL076W	S000005020	MKS1	0.182	0.402	0.291	0.0706	0.22	5.34	8.14	7.39e-4	0
YNL097C	S000005041	PHO23	-0.642	-0.0166	0.575	-0.0508	0.626	3.83	8.13	7.43e-4	0
YLR181C	S000004171	VTA1	-0.402	-0.205	0.353	0.155	0.198	4.49	8.13	7.44e-4	0
YAL013W	S000000011	DEP1	-0.398	-0.483	0.0266	0.111	-0.0849	3.83	8.12	7.5e-4	0
YLR390W	S000004382	ECM19	-0.175	-0.257	-0.526	-0.444	-0.0825	2.82	8.12	7.51e-4	0
YPL150W	S000006071	NA	0.377	0.292	0.00416	0.0883	-0.0841	4.99	8.1	7.61e-4	0
YPL011C	S000005932	TAF3	0.407	0.135	-0.218	0.0548	-0.273	4.99	8.09	7.64e-4	0
YDR287W	S000002695	INM2	0.483	0.469	0.053900000000000003	0.0671	-0.0132	3.29	8.08	7.71e-4	0
YPR162C	S000006366	ORC4	-0.126	0.355	0.448	-0.0322	0.48	4.74	8.06	7.8e-4	0
YOR370C	S000005897	MRS6	-0.086	0.291	0.353	-0.0241	0.377	7.56	8.06	7.8e-4	0
YNL225C	S000005169	CNM67	0.496	0.436	0.113	0.173	-0.0602	3.92	8.06	7.84e-4	0
YJR021C	S000003782	REC107	0.603	0.732	0.177	0.0487	0.128	2.8	8.05	7.87e-4	0
YPL151C	S000006072	PRP46	-0.444	-0.392	0.122	0.0699	0.0524	3.94	8.05	7.88e-4	0
YHR175W	S000001218	CTR2	0.555	0.235	-0.366	-0.0461	-0.32	5.4	8.03	7.98e-4	0
YJL221C	S000003757	IMA4	1.88	1.38	-0.106	0.388	-0.495	0.702	8.03	8.01e-4	0
YEL037C	S000000763	RAD23	-0.0417	0.216	0.288	0.0298	0.258	7.29	8	8.16e-4	0
YNL083W	S000005027	SAL1	-0.203	-0.212	-0.225	-0.216	-0.00948	4.57	7.96	8.39e-4	0
YJR101W	S000003862	RSM26	-0.0322	-0.169	-0.313	-0.176	-0.137	6.21	7.96	8.4e-4	0
YDL219W	S000002378	DTD1	-0.389	0.0934	0.491	0.0085	0.482	4.29	7.94	8.53e-4	0
YDR499W	S000002907	LCD1	0.0705	0.494	0.478	0.0538	0.424	3.58	7.93	8.57e-4	0
YCR020W-B	S000006439	HTL1	-0.675	-0.625	0.311	0.261	0.0498	2.46	7.93	8.6e-4	0
YGL101W	S000003069	NA	-0.0409	0.259	0.341	0.0409	0.3	5.56	7.92	8.64e-4	0
YDR388W	S000002796	RVS167	0.256	-0.215	-0.364	0.107	-0.471	6.7	7.91	8.68e-4	0
YOR338W	S000005865	NA	-1.16	-2.17	-0.786	0.217	-1	-0.95	7.9	8.76e-4	0
YJL054W	S000003590	TIM54	-0.3	-0.325	-0.0733	-0.0477	-0.0256	6.22	7.9	8.78e-4	0
YAL067C	S000000062	SEO1	0.094	1.51	1.96	0.543	1.41	-1.13	7.88	8.88e-4	0
YDL044C	S000002202	MTF2	-0.593	-0.228	0.321	-0.0436	0.365	3.67	7.88	8.89e-4	0
YPL155C	S000006076	KIP2	-0.101	-0.515	-0.212	0.201	-0.414	4.16	7.87	8.92e-4	0
YLR148W	S000004138	PEP3	0.206	0.43	0.365	0.141	0.224	5.11	7.87	8.95e-4	0
YLL055W	S000003978	YCT1	0.574	0.0592	-0.225	0.291	-0.515	3.69	7.86	8.98e-4	0
YDR306C	S000002714	NA	0.359	0.133	-0.337	-0.11	-0.227	4.27	7.85	9.04e-4	0
YFR019W	S000001915	FAB1	0.22	0.266	0.143	0.096	0.0468	5.52	7.85	9.09e-4	0
YEL057C	S000000783	SDD1	-1.28	-1.06	0.194	-0.0254	0.219	0.178	7.84	9.12e-4	0
YMR096W	S000004702	SNZ1	-0.498	0.283	0.705	-0.0758	0.781	3.15	7.83	9.17e-4	0
YIL050W	S000001312	PCL7	0.466	0.445	0.123	0.144	-0.021	3.99	7.82	9.25e-4	0
YLR094C	S000004084	GIS3	-0.184	-0.318	-0.201	-0.0675	-0.133	4.82	7.81	9.36e-4	0
YDR176W	S000002583	NGG1	-0.464	-0.46	0.158	0.154	0.00421	4.38	7.8	9.4e-4	0
YPR025C	S000006229	CCL1	0.247	0.373	0.291	0.164	0.126	4.58	7.79	9.47e-4	0
YNL037C	S000004982	IDH1	0.23	0.00206	-0.321	-0.0924	-0.228	7.32	7.79	9.48e-4	0
YKL208W	S000001691	CBT1	0.376	0.749	0.228	-0.145	0.373	2.56	7.78	9.55e-4	0
YAL004W	S000002136	NA	3.2	1.31	-1.37	0.519	-1.89	1.72	7.76	9.68e-4	0
YER023W	S000000825	PRO3	-0.322	-0.182	0.0949	-0.0452	0.14	7.51	7.73	9.85e-4	0
YBR290W	S000000494	BSD2	0.46	0.424	0.0697	0.105	-0.0355	4.63	7.73	9.86e-4	0
YGL063W	S000003031	PUS2	-0.674	-0.53	0.115	-0.0285	0.143	3.03	7.73	9.86e-4	0
YNL084C	S000005028	END3	0.297	0.342	0.114	0.0696	0.0443	6.06	7.7	0.00101	0
YCR102C	S000000699	NA	0.365	0.519	0.685	0.531	0.154	2.75	7.7	0.00101	0
YBR152W	S000000356	SPP381	-0.965	-0.361	0.774	0.17	0.604	1.76	7.68	0.00102	0
YKL203C	S000001686	TOR2	0.275	0.26	0.025	0.0393	-0.0144	6.56	7.68	0.00102	0
YOL163W	S000005523	NA	1.98	1.59	-0.517	-0.131	-0.386	-0.742	7.67	0.00103	0
YNL206C	S000005150	RTT106	-0.336	-0.0705	0.294	0.0286	0.266	4.9	7.67	0.00103	0
YAL048C	S000000046	GEM1	0.518	0.341	0.0229	0.199	-0.176	4.22	7.65	0.00105	0
YOR192C	S000005718	THI72	0.988	0.754	-0.17	0.0642	-0.235	1.9	7.64	0.00105	0
YNL059C	S000005004	ARP5	-0.524	-0.196	0.507	0.179	0.328	5.26	7.64	0.00106	0
YER120W	S000000922	SCS2	-0.293	-0.173	0.0244	-0.0955	0.12	8.06	7.64	0.00106	0
YDL185W	S000002344	VMA1	0.152	-0.226	-0.416	-0.0376	-0.379	10.5	7.63	0.00106	0
YEL074W	S000000800	NA	1.78	0.34	-1.17	0.265	-1.44	0.121	7.63	0.00106	0
YDR071C	S000002478	PAA1	-0.344	-0.231	0.148	0.0346	0.114	6.34	7.62	0.00107	0
YHR106W	S000001148	TRR2	0.369	0.399	0.113	0.0824	0.0305	3.6	7.62	0.00107	0
YOR390W	S000005917	FEX1	-0.437	-0.581	-0.171	-0.0261	-0.145	4.62	7.62	0.00107	0
YLR043C	S000004033	TRX1	-0.177	-0.273	-0.175	-0.0791	-0.0961	7.44	7.61	0.00108	0
YML122C	S000004591	NA	-2.02	-2.53	-0.275	0.231	-0.507	-1.95	7.58	0.0011	0
YOL043C	S000005403	NTG2	0.548	0.445	0.0684	0.172	-0.103	2.82	7.58	0.0011	0
YFL034C-B	S000001859	MOB2	0.27	0.56	0.278	-0.0124	0.29	4.43	7.57	0.00111	0
YLL043W	S000003966	FPS1	-0.226	0.067	0.333	0.0391	0.293	6.54	7.56	0.00112	0
YDR338C	S000002746	NA	0.166	0.373	0.194	-0.0137	0.208	4.83	7.56	0.00112	0
YOL115W	S000005475	PAP2	-0.179	0.111	0.38	0.0895	0.291	5.92	7.55	0.00112	0
YGR033C	S000003265	TIM21	0.217	0.263	0.13	0.0834	0.0465	5.45	7.55	0.00112	0
YML087C	S000004552	AIM33	0.857	0.211	-0.807	-0.161	-0.646	1.88	7.54	0.00113	0
YKR084C	S000001792	HBS1	-0.0584	0.242	0.332	0.0317	0.3	6.04	7.54	0.00114	0
YNL177C	S000005121	MRPL22	-0.346	-0.305	0.0835	0.0426	0.0409	5.72	7.53	0.00114	0
YGR113W	S000003345	DAM1	-0.434	-0.209	0.372	0.147	0.225	3.89	7.52	0.00115	0
YLR318W	S000004310	EST2	0.157	0.515	0.33	-0.0282	0.359	3.97	7.51	0.00115	0
YMR115W	S000004721	MGR3	0.386	0.437	0.111	0.0605	0.0504	4.98	7.5	0.00116	0
YDR109C	S000002516	NA	0.435	0.00833	-0.298	0.128	-0.426	4.26	7.5	0.00116	0
YNL025C	S000004970	SSN8	0.392	0.218	-0.371	-0.197	-0.174	3.93	7.5	0.00117	0
YDR405W	S000002813	MRP20	-0.51	-0.0862	0.16	-0.264	0.423	4.94	7.5	0.00117	0
YNL078W	S000005022	NIS1	-0.146	-0.391	-0.315	-0.0702	-0.245	4.31	7.49	0.00117	0
YMR264W	S000004877	CUE1	0.312	0.345	0.014	-0.019	0.0331	5.69	7.48	0.00118	0
YBR268W	S000000472	MRPL37	-0.303	-0.157	-0.0778	-0.223	0.146	4.45	7.48	0.00118	0
YOR303W	S000005829	CPA1	0.302	0.187	-0.28	-0.165	-0.115	7.82	7.48	0.00118	0
YJR130C	S000003891	STR2	-0.042	0.344	0.515	0.129	0.386	4.15	7.45	0.0012	0
YBR148W	S000000352	YSW1	1.34	0.0459	-1.64	-0.346	-1.3	-0.0653	7.45	0.00121	0
YJL095W	S000003631	BCK1	0.361	0.271	0.0182	0.108	-0.0899	5.72	7.45	0.00121	0
YDR420W	S000002828	HKR1	-0.269	-0.15	0.171	0.0517	0.12	6.11	7.44	0.00122	0
YMR168C	S000004778	CEP3	0.19	0.463	0.246	-0.0266	0.273	4	7.42	0.00123	0
YGR042W	S000003274	MTE1	0.143	0.58	0.401	-0.0352	0.436	3.43	7.42	0.00123	0
YGL231C	S000003200	EMC4	-0.353	-0.0806	0.263	-0.00962	0.273	5.81	7.4	0.00125	0
YPR022C	S000006226	SDD4	-0.304	-0.24	0.136	0.0724	0.0637	5.76	7.39	0.00126	0
YHR168W	S000001211	MTG2	-0.609	-0.228	0.258	-0.122	0.381	3.43	7.39	0.00126	0
YNR066C	S000005349	NA	0.649	0.38	-0.317	-0.0478	-0.269	2.77	7.37	0.00128	0
YNL317W	S000005261	PFS2	0.233	0.334	0.178	0.0771	0.101	4.7	7.36	0.00129	0
YLR085C	S000004075	ARP6	0.269	0.387	0.00758	-0.111	0.118	4.77	7.36	0.00129	0
YGR154C	S000003386	GTO1	0.316	0.586	0.0616	-0.209	0.27	3.76	7.35	0.0013	0
YCR007C	S000000600	NA	0.663	0.826	0.345	0.182	0.163	1.53	7.34	0.00131	0
YNR028W	S000005311	CPR8	-0.187	-0.219	-0.123	-0.0915	-0.0313	5.73	7.33	0.00131	0
YGR156W	S000003388	PTI1	0.0864	0.32	0.309	0.0751	0.234	4.75	7.32	0.00132	0
YPL039W	S000005960	NA	-0.305	-0.494	-0.111	0.078	-0.189	3.28	7.32	0.00133	0
YNL303W	S000005247	NA	0.484	1.28	0.537	-0.263	0.8	1.07	7.32	0.00133	0
YGR213C	S000003445	RTA1	-0.218	1.13	0.953	-0.392	1.35	1.42	7.31	0.00133	0
YJL116C	S000003652	NCA3	0.468	-0.0262	-1.29	-0.799	-0.494	1.23	7.31	0.00134	0
YLR238W	S000004228	FAR10	0.531	0.422	0.193	0.301	-0.109	3.36	7.31	0.00134	0
YBR174C	S000000378	NA	1.46	2.2	-0.305	-1.04	0.739	-0.902	7.29	0.00135	0
YGL237C	S000003206	HAP2	0.646	0.159	-0.527	-0.0399	-0.487	3.18	7.29	0.00135	0
YMR208W	S000004821	ERG12	-0.0877	0.0811	0.275	0.106	0.169	7.02	7.29	0.00136	0
YLR078C	S000004068	BOS1	-0.162	-0.317	-0.166	-0.0116	-0.155	4.63	7.28	0.00137	0
YNL320W	S000005264	NA	0.404	0.262	-0.11	0.0323	-0.142	5.32	7.28	0.00137	0
YIL002C	S000001264	INP51	-0.12	0.176	0.36	0.0639	0.296	5.49	7.27	0.00138	0
YJL039C	S000003576	NUP192	-0.275	-0.197	0.0994	0.0212	0.0782	7.96	7.25	0.0014	0
YNL121C	S000005065	TOM70	-0.352	-0.2	0.128	-0.0235	0.152	7.76	7.25	0.0014	0
YDR273W	S000002681	DON1	0.853	0.528	-0.414	-0.0884	-0.325	1.66	7.24	0.00141	0
YNL044W	S000004989	YIP3	0.126	0.374	0.157	-0.0911	0.248	7.34	7.24	0.00141	0
YER093C	S000000895	TSC11	-0.351	-0.179	0.0949	-0.0767	0.172	5.12	7.22	0.00143	0
YBL103C	S000000199	RTG3	0.261	0.38	0.208	0.0893	0.119	4.47	7.21	0.00144	0
YOR071C	S000005597	NRT1	0.659	0.197	-0.367	0.0949	-0.462	4.46	7.2	0.00145	0
YJL103C	S000003639	GSM1	0.594	0.188	-0.42	-0.0144	-0.405	3.25	7.2	0.00145	0
YGL257C	S000003226	MNT2	-0.293	-0.0854	0.173	-0.0346	0.208	6	7.17	0.00148	0
YPL233W	S000006154	NSL1	-0.575	-0.852	0.171	0.448	-0.278	1.75	7.16	0.00149	0
YDR501W	S000002909	PLM2	-0.66	-0.0863	0.536	-0.0378	0.574	2.99	7.16	0.0015	0
YER146W	S000000948	LSM5	-0.487	-0.263	0.178	-0.0457	0.224	4.53	7.15	0.00151	0
YLR319C	S000004311	BUD6	-0.264	-0.105	0.35	0.191	0.159	4.96	7.14	0.00151	0
YKR053C	S000001761	YSR3	0.279	0.472	-0.26	-0.452	0.192	2.65	7.14	0.00152	0
YIL156W-B	S000028511	NA	0.727	0.131	-0.514	0.0817	-0.595	3.07	7.13	0.00153	0
YEL067C	S000000793	NA	-0.985	-1.78	-0.958	-0.164	-0.794	0.0347	7.13	0.00153	0
YKR090W	S000001798	PXL1	0.251	0.232	0.134	0.152	-0.0182	5.13	7.12	0.00154	0
YJR022W	S000003783	LSM8	0.832	0.952	0.447	0.327	0.12	1.35	7.12	0.00154	0
YER035W	S000000837	EDC2	0.617	-0.158	-1.07	-0.292	-0.774	1.78	7.12	0.00154	0
YBR081C	S000000285	SPT7	-0.148	0.116	0.379	0.115	0.264	5.64	7.1	0.00156	0
YBR039W	S000000243	ATP3	0.163	-0.115	-0.287	-0.00949	-0.278	7.67	7.1	0.00156	0
YBR165W	S000000369	UBS1	0.194	0.46	0.195	-0.071	0.266	4.36	7.08	0.00158	0
YKR016W	S000001724	MIC60	0.514	0.33	0.0215	0.205	-0.184	6.03	7.08	0.00158	0
YMR030W	S000004632	RSF1	0.986	0.64	-0.036	0.31	-0.346	2.16	7.06	0.00161	0
YJL156C	S000003692	SSY5	0.144	0.294	0.213	0.063	0.15	5.38	7.05	0.00162	0
YNL261W	S000005205	ORC5	-0.407	-0.0258	0.272	-0.11	0.382	4.96	7.05	0.00162	0
YDR036C	S000002443	EHD3	0.365	0.451	-0.03	-0.116	0.0856	3.09	7.04	0.00163	0
YMR166C	S000004776	MME1	-0.151	0.143	-0.1	-0.395	0.294	4.7	7.04	0.00164	0
YKL077W	S000001560	NA	-0.163	-0.205	-0.00449	0.0367	-0.0412	7.39	7.04	0.00164	0
YFR022W	S000001918	ROG3	0.544	-0.0222	-0.52	0.0463	-0.567	3.83	7.04	0.00164	0
YNL250W	S000005194	RAD50	-0.43	-0.183	0.452	0.205	0.247	3.84	7.03	0.00164	0
YDR468C	S000002876	TLG1	-0.423	-0.274	0.2	0.0507	0.15	4.17	7.03	0.00164	0
YNL288W	S000005232	CAF40	-0.206	-0.23	-0.197	-0.172	-0.0246	7.07	7.03	0.00165	0
YDL065C	S000002223	PEX19	-0.487	-0.327	0.408	0.248	0.16	4.2	7.03	0.00165	0
YMR230W-A	S000028576	NA	-2.44	-2.05	0.496	0.104	0.392	-0.709	7.03	0.00165	0
YKL220C	S000001703	FRE2	0.652	0.216	-0.514	-0.0781	-0.436	3.34	7.02	0.00166	0
YDR331W	S000002739	GPI8	-0.289	-0.102	0.103	-0.084	0.187	5.89	7.01	0.00167	0
YDR289C	S000002697	RTT103	0.17	0.332	0.443	0.281	0.162	4.33	7.01	0.00168	0
YBR255W	S000000459	MTC4	0.461	0.253	-0.0774	0.131	-0.208	3.8	6.99	0.0017	0
YPR129W	S000006333	SCD6	-0.238	0.182	0.373	-0.0477	0.42	6.41	6.98	0.00171	0
