ORF	GENENAME	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	SGD
YML031W	NDC1	1641.1803201403375	0.19103754728052535	0.08668742368919723	2.203751584145094	0.027541819214307636	0.08360696955876756	S000004493
YOR271C	FSF1	1407.1694082492277	0.8748570269340348	0.16109600907127686	5.430656116049124	5.6147236680938696e-8	7.239902858262325e-7	S000005797
YDR179W-A	NVJ3	176.84936936658562	0.35308537665972956	0.2106114523597898	1.6764775737672137	0.09364468535256137	0.2119240468602243	S000002587
YOL008W	COQ10	251.4569041432544	-0.11735486503342168	0.1751030866929887	-0.6702044335699348	0.5027274779740173	0.6754378455296195	S000005368
YBR278W	DPB3	80.55505577358609	0.08524388664897704	0.2543955566447177	0.33508402337398713	0.7375617043960081	0.846411900819424	S000000482
YDR451C	YHP1	216.33166005678572	0.3730395565075814	0.22496066704533943	1.6582434672119708	0.09726833454165518	0.21795240206982278	S000002859
YDR006C	SOK1	1615.714639901804	-0.4644067631022358	0.09664302302139066	-4.8053832401273855	1.5445535607677065e-6	1.564591012366855e-5	S000002413
YIR023W	DAL81	554.0171328930203	0.28271919853201555	0.09806814118998104	2.8828852581627094	0.003940509479282495	0.0166568002199445	S000001462
YNL326C	PFA3	247.58851495581675	0.09781599321954963	0.14405226589549866	0.6790312711256434	0.49711804826716177	0.6708587775703272	S000005270
YDR213W	UPC2	139.05389382553665	-0.10956388679276696	0.22247837813382168	-0.4924698198171142	0.6223872521220206	0.7646549675327797	S000002621
YPL029W	SUV3	432.96052280762274	0.3112265814098984	0.14894487980735815	2.089541995753272	0.036658961712404646	0.10488380801381116	S000005950
YKL179C	COY1	512.7743846621122	0.06861358091100397	0.1717252409041954	0.39955443096034515	0.6894847255610547	0.8133200014906105	S000001662
