ORF	SGD	GENENAME	logFC	AveExpr	t	P.Value	adj.P.Val	B
YGR191W	S000003423	HIP1	-0.514	8.39	-3.86	8.14e-4	0.01	-1.9
YDR091C	S000002498	RLI1	0.389	8.44	3.86	8.09e-4	0.01	-1.89
YPL112C	S000006033	PEX25	0.48	5.94	3.86	8.07e-4	0.01	-1.81
YPL123C	S000006044	RNY1	-0.84	3.59	-3.86	8.08e-4	0.01	-1.11
YDL014W	S000002172	NOP1	0.711	8.41	3.87	7.94e-4	0.01	-1.82
YHR149C	S000001192	SKG6	0.599	4.93	3.87	7.92e-4	0.01	-1.51
YJL082W	S000003618	IML2	-0.453	5.53	-3.87	7.89e-4	0.01	-1.69
YGR182C	S000003414	NA	-0.547	6.09	-3.87	7.89e-4	0.01	-1.81
YKL192C	S000001675	ACP1	-0.588	7.42	-3.88	7.83e-4	0.01	-1.87
YJL033W	S000003570	HCA4	1.37	4.12	3.88	7.75e-4	0.01	-0.814
YMR242C	S000004855	RPL20A	0.412	10.1	3.89	7.63e-4	0	-1.76
YHR141C	S000001183	RPL42B	0.426	9.58	3.89	7.51e-4	0	-1.77
YNL102W	S000005046	POL1	0.57	5.27	3.89	7.52e-4	0	-1.62
YPL254W	S000006175	HFI1	0.446	5.3	3.9	7.43e-4	0	-1.63
YKL216W	S000001699	URA1	0.646	5.15	3.9	7.34e-4	0	-1.34
YOR034C	S000005560	AKR2	-0.443	5.87	-3.9	7.31e-4	0	-1.71
YPL196W	S000006117	OXR1	-0.611	4.04	-3.9	7.29e-4	0	-1.32
YML111W	S000004579	BUL2	0.476	5.86	3.9	7.29e-4	0	-1.7
YPR163C	S000006367	TIF3	0.4	8.01	3.91	7.27e-4	0	-1.78
YPL028W	S000005949	ERG10	0.505	9.88	3.91	7.22e-4	0	-1.73
YML101C	S000004568	CUE4	-0.823	4.2	-3.91	7.18e-4	0	-1.38
YDR055W	S000002462	PST1	-0.538	6.72	-3.91	7.19e-4	0	-1.77
YIL021W	S000001283	RPB3	0.5	5.95	3.91	7.16e-4	0	-1.69
YKR056W	S000001764	TRM2	0.771	5.25	3.91	7.14e-4	0	-1.39
YOR048C	S000005574	RAT1	0.471	6.04	3.92	7.09e-4	0	-1.65
YNR068C	S000005351	NA	-1.39	1.64	-3.92	7.07e-4	0	-0.641
YNL068C	S000005012	FKH2	0.461	5.46	3.92	7.01e-4	0	-1.6
YDL201W	S000002360	TRM8	0.495	5.53	3.93	6.92e-4	0	-1.55
YPR042C	S000006246	PUF2	-0.577	6.21	-3.93	6.83e-4	0	-1.66
YDR292C	S000002700	SRP101	0.401	6.57	3.94	6.76e-4	0	-1.69
YPR102C	S000006306	RPL11A	0.4	10.2	3.94	6.7e-4	0	-1.63
YGR007W	S000003239	ECT1	0.459	5.53	3.94	6.63e-4	0	-1.56
YGR111W	S000003343	NA	-0.425	5.08	-3.95	6.58e-4	0	-1.48
YOR166C	S000005692	SWT1	0.564	4.6	3.95	6.59e-4	0	-1.38
YFR028C	S000001924	CDC14	0.358	6.35	3.95	0.00064899999999999995	0	-1.64
YLR419W	S000004411	NA	0.439	5.46	3.95	6.48e-4	0	-1.51
YPR117W	S000006321	NA	-0.45	6.03	-3.96	6.43e-4	0	-1.59
YML006C	S000004465	GIS4	0.675	4.53	3.96	6.36e-4	0	-1.3
YMR286W	S000004899	MRPL33	-0.761	3.41	-3.96	6.32e-4	0	-1.05
YLR256W	S000004246	HAP1	-0.409	6.3	-3.96	6.3e-4	0	-1.6
YOL139C	S000005499	CDC33	0.42	8.58	3.97	6.27e-4	0	-1.63
YLR065C	S000004055	ENV10	0.409	5.63	3.97	6.28e-4	0	-1.52
YMR246W	S000004860	FAA4	0.384	8.63	3.97	6.17e-4	0	-1.62
YPL178W	S000006099	CBC2	0.377	6.13	3.98	6.11e-4	0	-1.56
YFL034C-A	S000006436	RPL22B	0.691	6.39	3.98	6.1e-4	0	-1.57
YDR184C	S000002592	ATC1	0.915	4.21	3.98	6e-4	0	-0.966
YOL010W	S000005370	RCL1	0.525	5.45	3.98	6.01e-4	0	-1.36
YPR138C	S000006342	MEP3	0.537	6.47	3.99	5.95e-4	0	-1.54
YDR040C	S000002447	ENA1	1.05	3.35	3.99	5.93e-4	0	-0.918
YPL237W	S000006158	SUI3	0.357	7.99	3.99	5.94e-4	0	-1.59
YFR002W	S000001898	NIC96	0.408	6.83	3.99	5.92e-4	0	-1.58
YJL052W	S000003588	TDH1	-0.988	8.83	-3.99	5.89e-4	0	-1.21
YGR247W	S000003479	CPD1	-0.579	4.23	-4	5.83e-4	0	-1.18
YJR104C	S000003865	SOD1	-0.562	8.78	-4	5.82e-4	0	-1.56
YLR316C	S000004308	TAD3	0.801	3.66	4	5.81e-4	0	-1
YOL075C	S000005435	NA	-0.523	5.64	-4.01	5.65e-4	0	-1.41
YMR103C	S000004709	NA	-1.24	2.26	-4.01	5.64e-4	0	-0.616
YLR063W	S000004053	BMT6	0.911	3.28	4.01	5.56e-4	0	-0.643
YEL047C	S000000773	FRD1	-0.468	6.47	-4.02	5.52e-4	0	-1.44
YDR228C	S000002636	PCF11	0.474	5.33	4.02	5.45e-4	0	-1.33
YHL035C	S000001027	VMR1	-0.57	6.55	-4.02	5.43e-4	0	-1.48
YHR077C	S000001119	NMD2	0.435	6.38	4.02	5.43e-4	0	-1.46
YDL046W	S000002204	NPC2	-0.552	7.61	-4.02	5.43e-4	0	-1.51
YNR074C	S000005357	AIF1	0.574	5.01	4.03	5.37e-4	0	-1.25
YOR219C	S000005745	STE13	-0.477	5.48	-4.04	5.28e-4	0	-1.29
YOL109W	S000005469	ZEO1	-0.827	6.92	-4.04	5.24e-4	0	-1.38
YOR056C	S000005582	NOB1	0.663	4.9	4.05	5.15e-4	0	-1.05
YPR187W	S000006391	RPO26	0.455	6.88	4.04	5.16e-4	0	-1.42
YDL075W	S000002233	RPL31A	0.455	9.93	4.05	5.12e-4	0	-1.38
YGR237C	S000003469	NA	-0.707	4.78	-4.05	5.1e-4	0	-1.13
YDR207C	S000002615	UME6	0.621	4.79	4.05	5.09e-4	0	-1.16
YOR245C	S000005771	DGA1	-0.545	4.73	-4.05	5.07e-4	0	-1.13
YOR361C	S000005888	PRT1	0.394	8.99	4.05	5.04e-4	0	-1.41
YIR007W	S000001446	EGH1	-0.835	3.76	-4.06	5.02e-4	0	-0.725
YLR295C	S000004286	ATP14	-0.428	6.12	-4.06	5.02e-4	0	-1.36
YJL171C	S000003707	TOH1	-0.544	6.88	-4.06	4.96e-4	0	-1.39
YEL053C	S000000779	MAK10	0.541	5.48	4.06	4.97e-4	0	-1.25
YHR118C	S000001160	ORC6	0.812	3.65	4.06	4.98e-4	0	-0.871
YMR001C	S000004603	CDC5	0.52	5.77	4.06	4.95e-4	0	-1.29
YDL136W	S000002295	RPL35B	0.506	8.87	4.06	4.95e-4	0	-1.39
YKR026C	S000001734	GCN3	0.417	6.36	4.06	4.93e-4	0	-1.37
YLR401C	S000004393	DUS3	0.633	5.44	4.07	4.88e-4	0	-1.15
YOR283W	S000005809	NA	0.455	4.9	4.07	4.83e-4	0	-1.14
YHR063C	S000001105	PAN5	0.51	5.84	4.07	4.82e-4	0	-1.29
YOR058C	S000005584	ASE1	0.771	4.89	4.07	4.79e-4	0	-1.1
YER177W	S000000979	BMH1	-0.398	9.75	-4.08	4.78e-4	0	-1.32
YPR034W	S000006238	ARP7	0.526	5.65	4.08	4.72e-4	0	-1.24
YNL020C	S000004965	ARK1	0.702	4.01	4.09	4.67e-4	0	-0.858
YLR345W	S000004337	NA	-0.908	4.13	-4.09	4.64e-4	0	-0.713
YJL159W	S000003695	HSP150	-0.692	10.2	-4.09	4.56e-4	0	-1.26
YOR294W	S000005820	RRS1	0.708	4.98	4.09	4.56e-4	0	-0.899
YMR319C	S000004938	FET4	2.07	2.84	4.1	4.54e-4	0	-0.382
YDR206W	S000002614	EBS1	0.416	5.9	4.1	4.51e-4	0	-1.21
YGR124W	S000003356	ASN2	0.441	9.72	4.1	4.47e-4	0	-1.26
YOR273C	S000005799	TPO4	-0.968	4.54	-4.1	4.46e-4	0	-0.703
YHR195W	S000001238	NVJ1	-0.639	4.7	-4.11	4.43e-4	0	-0.952
YDR245W	S000002653	MNN10	0.415	6.91	4.11	4.44e-4	0	-1.29
YNL305C	S000005249	BXI1	-0.888	5.59	-4.11	4.44e-4	0	-1.06
YBR247C	S000000451	ENP1	0.715	5.31	4.11	4.39e-4	0	-0.883
YNR019W	S000005302	ARE2	0.403	7.71	4.11	4.39e-4	0	-1.29
YER128W	S000000930	VFA1	1.06	2.3	4.11	4.39e-4	0	-0.374
YGR034W	S000003266	RPL26B	0.452	9.66	4.11	4.4e-4	0	-1.24
YBR166C	S000000370	TYR1	0.377	5.83	4.12	4.33e-4	0	-1.17
YPR010C-A	S000122558	NA	-0.71	4.09	-4.12	4.33e-4	0	-0.85
YLR006C	S000003996	SSK1	-0.533	5.52	-4.12	4.27e-4	0	-1.1
YOL124C	S000005484	TRM11	1.46	3.77	4.13	4.23e-4	0	-0.237
YER025W	S000000827	GCD11	0.36	8.56	4.13	4.22e-4	0	-1.24
YLR450W	S000004442	HMG2	-0.469	7.17	-4.13	4.16e-4	0	-1.23
YHR083W	S000001125	SAM35	-0.442	5.89	-4.13	4.17e-4	0	-1.15
YPR013C	S000006217	CMR3	0.647	4.23	4.13	4.17e-4	0	-0.84
YNR059W	S000005342	MNT4	0.686	3.89	4.13	4.14e-4	0	-0.723
YDR531W	S000002939	CAB1	0.407	6.46	4.14	4.12e-4	0	-1.18
YER049W	S000000851	TPA1	0.387	7.22	4.14	4.09e-4	0	-1.19
YMR142C	S000004750	RPL13B	0.488	10.1	4.15	4.03e-4	0	-1.14
YDL079C	S000002237	MRK1	-1.3	3.38	-4.14	4.03e-4	0	-0.454
YGR200C	S000003432	ELP2	0.39	6.85	4.14	4.04e-4	0	-1.18
YOR136W	S000005662	IDH2	-0.527	7.97	-4.14	4.04e-4	0	-1.21
YHR110W	S000001152	ERP5	-0.45	5.24	-4.14	4.05e-4	0	-1.02
YCR083W	S000000679	TRX3	-0.993	2.94	-4.15	4.01e-4	0	-0.477
YIL111W	S000001373	COX5B	-1.81	1.39	-4.15	3.99e-4	0	0.0129
YGL036W	S000003004	NA	-0.441	5.81	-4.15	3.96e-4	0	-1.09
YLR435W	S000004427	TSR2	0.702	4.69	4.15	3.96e-4	0	-0.77
YOR115C	S000005641	TRS33	0.529	4.98	4.16	3.92e-4	0	-0.946
YLR121C	S000004111	YPS3	1.43	1.84	4.16	3.87e-4	0	-0.104
YNL280C	S000005224	ERG24	-0.553	7.41	-4.16	3.88e-4	0	-1.17
YHR057C	S000001099	CPR2	-0.493	5.27	-4.17	3.8e-4	0	-0.971
YDR512C	S000002920	EMI1	-0.766	3.29	-4.18	3.69e-4	0	-0.498
YJL076W	S000003612	NET1	0.431	7.04	4.18	3.66e-4	0	-1.1
YEL056W	S000000782	HAT2	0.404	5.52	4.19	3.63e-4	0	-0.963
YLL008W	S000003931	DRS1	0.919	4.91	4.19	3.62e-4	0	-0.486
YBL101C	S000000197	ECM21	-0.51	5.53	-4.19	3.6e-4	0	-0.882
YLR100W	S000004090	ERG27	0.375	7.05	4.2	3.53e-4	0	-1.07
YKR067W	S000001775	GPT2	-0.513	6.09	-4.2	3.53e-4	0	-0.934
YPR060C	S000006264	ARO7	0.46	5.53	4.2	3.52e-4	0	-0.924
YLR372W	S000004364	ELO3	0.566	9.08	4.2	3.49e-4	0	-1.04
YBR126W-B	S000028738	NA	-0.864	3.71	-4.2	3.5e-4	0	-0.543
YNL162W	S000005106	RPL42A	0.479	9.03	4.2	3.5e-4	0	-1.04
YER070W	S000000872	RNR1	-0.475	7.7	-4.2	3.48e-4	0	-1.04
YDR450W	S000002858	RPS18A	0.384	9.96	4.21	3.46e-4	0	-0.99
YLR048W	S000004038	RPS0B	0.57	10.9	4.21	3.43e-4	0	-0.935
YGR250C	S000003482	RIE1	-1.02	3.81	-4.22	3.39e-4	0	-0.528
YKL181W	S000001664	PRS1	0.392	8.04	4.21	3.39e-4	0	-1.02
YOR187W	S000005713	TUF1	-0.44	9.2	-4.22	3.35e-4	0	-0.994
YNL113W	S000005057	RPC19	0.781	5.13	4.22	3.32e-4	0	-0.702
YGR197C	S000003429	SNG1	-0.625	5.05	-4.22	3.31e-4	0	-0.78
YGR093W	S000003325	DRN1	0.668	4.77	4.23	3.28e-4	0	-0.68
YGR091W	S000003323	PRP31	0.639	3.97	4.23	3.28e-4	0	-0.537
YMR230W	S000004843	RPS10B	0.417	8.99	4.23	3.23e-4	0	-0.962
YLL029W	S000003952	FRA1	-0.449	6.67	-4.24	3.21e-4	0	-0.952
YLR441C	S000004433	RPS1A	0.463	10.6	4.24	3.2e-4	0	-0.885
YJR148W	S000003909	BAT2	0.531	7.09	4.24	3.15e-4	0	-0.959
YDR388W	S000002796	RVS167	-0.471	6.7	-4.25	3.14e-4	0	-0.946
YJR085C	S000003845	NA	-0.708	5.11	-4.25	3.11e-4	0	-0.721
YHL048W	S000001040	COS8	-0.823	4.66	-4.25	3.09e-4	0	-0.511
YBR204C	S000000408	LDH1	-0.717	4.19	-4.25	3.1e-4	0	-0.417
YJL208C	S000003744	NUC1	0.746	4.82	4.25	3.1e-4	0	-0.567
YKR081C	S000001789	RPF2	0.757	5.56	4.26	3.03e-4	0	-0.59
YJL034W	S000003571	KAR2	-0.436	11.5	-4.26	3.03e-4	0	-0.769
YMR291W	S000004905	TDA1	-0.778	3.72	-4.26	3e-4	0	-0.295
YPR118W	S000006322	MRI1	0.403	6.7	4.27	2.98e-4	0	-0.877
YOL080C	S000005440	REX4	1.14	3.57	4.27	2.96e-4	0	-0.0661
YNL151C	S000005095	RPC31	0.633	5.06	4.28	2.92e-4	0	-0.595
YOR215C	S000005741	AIM41	-0.893	3.96	-4.28	2.91e-4	0	-0.345
YNL264C	S000005208	PDR17	-0.487	5.71	-4.28	2.9e-4	0	-0.749
YOR073W	S000005599	SGO1	0.688	3.88	4.28	2.89e-4	0	-0.397
YJL155C	S000003691	FBP26	-0.713	4.1	-4.28	2.88e-4	0	-0.345
YER027C	S000000829	GAL83	-0.473	6.3	-4.28	2.87e-4	0	-0.809
YDL208W	S000002367	NHP2	0.705	6.39	4.28	2.88e-4	0	-0.763
YBR281C	S000000485	DUG2	0.533	6.21	4.28	2.88e-4	0	-0.816
YGR130C	S000003362	NA	-0.708	5.75	-4.28	2.86e-4	0	-0.72
YPR098C	S000006302	NA	-0.613	4.65	-4.28	2.86e-4	0	-0.517
YDR324C	S000002732	UTP4	0.46	6.74	4.29	2.83e-4	0	-0.804
YLR422W	S000004414	DCK1	-0.521	6.09	-4.29	2.79e-4	0	-0.775
YCR072C	S000000668	RSA4	0.689	5.66	4.29	2.8e-4	0	-0.632
YDR154C	S000002561	NA	-0.516	9.2	-4.3	2.78e-4	0	-0.806
YML060W	S000004525	OGG1	1.02	2.94	4.3	2.71e-4	0	0.0468
YPL106C	S000006027	SSE1	-0.423	10.6	-4.31	2.71e-4	0	-0.715
YBR164C	S000000368	ARL1	0.461	5.39	4.32	2.63e-4	0	-0.622
YHR003C	S000001045	TCD1	0.484	6.04	4.32	2.59e-4	0	-0.695
YJL101C	S000003637	GSH1	0.498	6.84	4.34	2.49e-4	0	-0.715
YJR007W	S000003767	SUI2	0.431	8.3	4.34	2.5e-4	0	-0.725
YGR128C	S000003360	UTP8	0.542	6.37	4.34	2.47e-4	0	-0.626
YML106W	S000004574	URA5	0.402	8.36	4.35	2.45e-4	0	-0.703
YGL120C	S000003088	PRP43	0.517	6.66	4.35	2.44e-4	0	-0.616
YBR284W	S000000488	NA	-1.56	2.21	-4.35	2.44e-4	0	0.371
YNL242W	S000005186	ATG2	-0.728	4.58	-4.35	2.43e-4	0	-0.314
YLL045C	S000003968	RPL8B	0.425	10.8	4.35	2.41e-4	0	-0.59
YER103W	S000000905	SSA4	-0.645	7.81	-4.35	2.41e-4	0	-0.37
YMR220W	S000004833	ERG8	0.451	6.74	4.36	2.37e-4	0	-0.658
YBR059C	S000000263	AKL1	-0.411	6.46	-4.36	2.34e-4	0	-0.619
YEL025C	S000000751	NA	-0.487	5.47	-4.37	2.32e-4	0	-0.515
YPR008W	S000006212	HAA1	-0.528	6.25	-4.38	2.27e-4	0	-0.559
YDL126C	S000002284	CDC48	-0.484	9.52	-4.39	2.22e-4	0	-0.569
YBR111W-A	S000028510	SUS1	-0.995	2.83	-4.39	2.22e-4	0	0.128
YER026C	S000000828	CHO1	-0.646	6.89	-4.4	2.17e-4	0	-0.583
YPL183C	S000006104	RTT10	0.508	6.7	4.4	2.14e-4	0	-0.539
YOR001W	S000005527	RRP6	0.435	6.08	4.41	2.07e-4	0	-0.45
YDR190C	S000002598	RVB1	0.407	6.71	4.42	2.06e-4	0	-0.523
YDR003W	S000002410	RCR2	-0.735	4.16	-4.42	2.06e-4	0	-0.0576
YGR174C	S000003406	CBP4	-0.865	2.98	-4.43	2.01e-4	0	0.187
YDR517W	S000002925	GRH1	-0.576	6.26	-4.43	1.99e-4	0	-0.449
YPL177C	S000006098	CUP9	0.603	5.67	4.43	1.98e-4	0	-0.375
YDR005C	S000002412	MAF1	-0.59	5.06	-4.44	1.95e-4	0	-0.258
YNL100W	S000005044	MIC27	-0.613	5.04	-4.44	1.94e-4	0	-0.261
YIR039C	S000001478	YPS6	-1.59	1.89	-4.44	1.94e-4	0	0.592
YIL110W	S000001372	HPM1	0.475	5.48	4.45	1.88e-4	0	-0.261
YIR012W	S000001451	SQT1	0.516	6.5	4.46	1.87e-4	0	-0.367
YLL062C	S000003985	MHT1	1.69	2.32	4.46	1.86e-4	0	0.497
YIL119C	S000001381	RPI1	2.27	0.735	4.46	1.85e-4	0	0.803
YIL157C	S000001419	COA1	-0.485	5.3	-4.46	1.85e-4	0	-0.256
YOL077C	S000005437	BRX1	0.782	5.56	4.46	1.85e-4	0	0.00901
YDR165W	S000002572	TRM82	0.548	6.47	4.46	1.83e-4	0	-0.356
YMR298W	S000004913	LIP1	-0.453	5.7	-4.47	1.81e-4	0	-0.289
YOR272W	S000005798	YTM1	0.679	5.63	4.47	1.8e-4	0	-0.0608
YMR256C	S000004869	COX7	-0.722	4.77	-4.48	1.78e-4	0	-0.122
YGL208W	S000003176	SIP2	-1.07	2.84	-4.48	1.76e-4	0	0.43
YHR204W	S000001247	MNL1	0.577	6.26	4.49	1.73e-4	0	-0.288
YHR096C	S000001138	HXT5	-1.58	1.39	-4.49	1.71e-4	0	0.74
YDR507C	S000002915	GIN4	0.737	5.54	4.5	1.69e-4	0	-0.183
YJL057C	S000003593	IKS1	-0.708	4.32	-4.5	1.69e-4	0	0.114
YDR100W	S000002507	TVP15	-0.72	5.02	-4.5	1.66e-4	0	-0.00933
YOR137C	S000005663	SIA1	-0.804	3.62	-4.5	1.66e-4	0	0.313
YMR119W	S000004725	ASI1	-0.462	6.47	-4.51	1.65e-4	0	-0.248
YLR348C	S000004340	DIC1	1.41	5.71	4.51	1.65e-4	0	-0.15
YBR181C	S000000385	RPS6B	0.501	10.9	4.51	1.64e-4	0	-0.198
YER056C	S000000858	FCY2	0.761	7.45	4.51	1.62e-4	0	-0.161
YLR300W	S000004291	EXG1	0.492	8.9	4.52	1.61e-4	0	-0.269
YPL016W	S000005937	SWI1	0.634	6.03	4.52	1.6e-4	0	-0.199
YBR199W	S000000403	KTR4	-0.475	7.34	-4.53	1.57e-4	0	-0.264
YCR057C	S000000653	PWP2	0.597	6.71	4.53	1.56e-4	0	-0.178
YLR222C	S000004212	UTP13	0.568	6.34	4.53	1.55e-4	0	-0.157
YBR070C	S000000274	ALG14	-0.647	4.8	-4.53	1.55e-4	0	0.0183
YLR409C	S000004401	UTP21	0.524	6.79	4.53	1.55e-4	0	-0.2
YGR148C	S000003380	RPL24B	0.501	9.66	4.53	1.55e-4	0	-0.203
YLR352W	S000004344	NA	-0.577	6.07	-4.54	1.53e-4	0	-0.124
YIL091C	S000001353	UTP25	0.814	5.34	4.54	1.52e-4	0	0.0666
YMR310C	S000004927	NA	0.752	5.07	4.54	1.53e-4	0	0.107
YDR406W	S000002814	PDR15	-0.667	4.82	-4.54	1.51e-4	0	0.053
YPR003C	S000006207	NA	-0.636	4.8	-4.55	1.49e-4	0	0.0869
YCR061W	S000000657	NA	-1.15	5.01	-4.55	1.47e-4	0	0.0946
YOR224C	S000005750	RPB8	0.484	7	4.55	1.47e-4	0	-0.187
YHR043C	S000001085	DOG2	-0.696	5.13	-4.56	1.46e-4	0	0.141
YPL018W	S000005939	CTF19	1.13	2.64	4.56	1.43e-4	0	0.631
YCL052C	S000000557	PBN1	-0.531	6.03	-4.57	1.39e-4	0	-0.0517
YML073C	S000004538	RPL6A	0.473	9.87	4.57	1.4e-4	0	-0.0895
YOR230W	S000005756	WTM1	-0.642	8.14	-4.58	1.38e-4	0	-0.133
YGR109C	S000003341	CLB6	1.26	3.02	4.58	1.36e-4	0	0.675
YMR110C	S000004716	HFD1	-0.485	6.67	-4.58	1.36e-4	0	-0.0599
YGR127W	S000003359	NA	-0.9	3.6	-4.59	1.34e-4	0	0.521
YNL281W	S000005225	HCH1	-0.512	7.55	-4.59	1.34e-4	0	-0.102
YLR120C	S000004110	YPS1	-0.839	6.47	-4.59	1.33e-4	0	-0.00542
YJR063W	S000003824	RPA12	0.553	5.4	4.59	1.32e-4	0	0.12
YMR313C	S000004930	TGL3	-0.478	5.96	-4.59	1.33e-4	0	0.00998
YBL045C	S000000141	COR1	-0.412	8.56	-4.59	1.33e-4	0	-0.0901
YOR112W	S000005638	CEX1	0.512	6.03	4.6	1.32e-4	0	-0.0124
YLR175W	S000004165	CBF5	0.737	7.77	4.6	1.31e-4	0	-0.0561
YOR207C	S000005733	RET1	0.491	6.92	4.6	1.31e-4	0	-0.0602
YLL028W	S000003951	TPO1	-0.819	6.22	-4.6	1.3e-4	0	-0.0105
YLL061W	S000003984	MMP1	1.32	3.35	4.6	1.29e-4	0	0.647
YDR490C	S000002898	PKH1	-0.552	5.27	-4.61	1.28e-4	0	0.151
YNL072W	S000005016	RNH201	1.08	3.53	4.62	1.25e-4	0	0.578
YNL248C	S000005192	RPA49	0.583	6.68	4.62	1.24e-4	0	0.0563
YOR375C	S000005902	GDH1	0.535	10	4.62	1.24e-4	0	0.0339
YPL273W	S000006194	SAM4	0.482	8.02	4.63	1.21e-4	0	-0.00663
YDL031W	S000002189	DBP10	0.644	5.8	4.64	1.19e-4	0	0.262
YBR269C	S000000473	SDH8	-0.821	4.37	-4.65	1.16e-4	0	0.449
YDL222C	S000002381	FMP45	-1.61	2.25	-4.65	1.15e-4	0	1.02
YLR432W	S000004424	IMD3	0.549	7.97	4.65	1.14e-4	0	0.0716
YOL113W	S000005473	SKM1	-0.835	3.75	-4.66	1.14e-4	0	0.556
YGR166W	S000003398	TRS65	0.527	4.83	4.66	1.13e-4	0	0.319
YNR050C	S000005333	LYS9	0.495	7.42	4.66	1.13e-4	0	0.0728
YGL104C	S000003072	VPS73	-0.894	4.58	-4.66	1.12e-4	0	0.463
YDL194W	S000002353	SNF3	-0.591	4.58	-4.66	1.11e-4	0	0.45
YPR169W	S000006373	JIP5	0.51	6.11	4.67	1.1e-4	0	0.174
YOR346W	S000005873	REV1	1.1	2.37	4.67	1.1e-4	0	0.998
YLR248W	S000004238	RCK2	-0.587	7.46	-4.67	1.09e-4	0	0.0962
YBR298C	S000000502	MAL31	-1.05	3.35	-4.67	1.09e-4	0	0.701
YLR174W	S000004164	IDP2	-0.865	3.06	-4.67	1.09e-4	0	0.834
YLR003C	S000003993	CMS1	0.942	5.04	4.67	1.09e-4	0	0.469
YGR295C	S000003527	COS6	-0.731	6.96	-4.68	1.06e-4	0	0.244
YER169W	S000000971	RPH1	-0.65	5.37	-4.69	1.05e-4	0	0.3
YLR243W	S000004233	GPN3	0.514	5.18	4.69	1.05e-4	0	0.33
YHR052W	S000001094	CIC1	0.639	6.46	4.69	1.04e-4	0	0.249
YER079W	S000000881	NA	-1.65	2.22	-4.69	1.04e-4	0	1.2
YHR020W	S000001062	NA	0.49	8.81	4.69	1.03e-4	0	0.171
YFL056C	S000001838	AAD6	0.807	4.21	4.72	9.69e-5	0	0.626
YDR441C	S000002849	APT2	0.695	4.97	4.73	9.37e-5	0	0.5
YOR096W	S000005622	RPS7A	0.553	10	4.74	9.3e-5	0	0.325
YDR211W	S000002619	GCD6	0.415	6.88	4.74	9.23e-5	0	0.277
YMR139W	S000004747	RIM11	-0.561	5.96	-4.74	9.14e-5	0	0.438
YER081W	S000000883	SER3	-0.653	5.47	-4.74	9.14e-5	0	0.467
YLR194C	S000004184	NCW2	0.577	5.28	4.74	9.15e-5	0	0.452
YBR111C	S000000315	YSA1	-0.688	5.62	-4.75	9.07e-5	0	0.41
YHR198C	S000001241	AIM18	-0.702	4.93	-4.75	9.05e-5	0	0.551
YBL027W	S000000123	RPL19B	0.514	10.3	4.75	9.03e-5	0	0.366
YNL300W	S000005244	TOS6	1.2	4.61	4.75	9.01e-5	0	0.856
YJL083W	S000003619	TAX4	-0.872	4.08	-4.75	8.94e-5	0	0.719
YGR177C	S000003409	ATF2	0.809	4.98	4.76	8.8e-5	0	0.741
YOR267C	S000005793	HRK1	-0.453	6.36	-4.76	8.77e-5	0	0.354
YJL010C	S000003547	NOP9	0.619	5.78	4.77	8.6700000000000007e-05	0	0.504
YOL121C	S000005481	RPS19A	0.631	8.89	4.77	8.65e-5	0	0.352
YMR309C	S000004926	NIP1	0.471	8.51	4.77	8.58e-5	0	0.347
YDR006C	S000002413	SOK1	-0.452	6.8	-4.78	8.38e-5	0	0.381
YLR153C	S000004143	ACS2	0.545	10	4.78	8.36e-5	0	0.427
YJR121W	S000003882	ATP2	-0.706	10.9	-4.79	8.17e-5	0	0.493
YBR079C	S000000283	RPG1	0.539	8.57	4.81	7.78e-5	0	0.449
YOR025W	S000005551	HST3	0.68	4.77	4.82	7.63e-5	0	0.761
YGR159C	S000003391	NSR1	0.901	7.21	4.82	7.61e-5	0	0.747
YKL040C	S000001523	NFU1	0.583	4.79	4.83	7.39e-5	0	0.757
YMR252C	S000004865	NA	-0.979	3.45	-4.85	7.12e-5	0	1.17
YER053C-A	S000007523	NA	-3.14	2.86	-4.85	7.08e-5	0	1.33
YER131W	S000000933	RPS26B	0.574	9.22	4.85	7.05e-5	0	0.569
YNL061W	S000005005	NOP2	0.678	6.25	4.85	7.03e-5	0	0.732
YPL093W	S000006014	NOG1	0.682	7.27	4.85	6.99e-5	0	0.626
YBR083W	S000000287	TEC1	1.49	3.29	4.86	6.88e-5	0	1.21
YNR033W	S000005316	ABZ1	-0.572	5.73	-4.86	6.86e-5	0	0.672
YLR219W	S000004209	MSC3	-0.584	5.71	-4.87	6.76e-5	0	0.687
YER150W	S000000952	SPI1	-2.03	2.09	-4.88	6.51e-5	0	1.66
YNL195C	S000005139	NA	-3.29	1	-4.88	6.53e-5	0	1.8
YJL048C	S000003584	UBX6	-0.905	4.33	-4.88	6.53e-5	0	1.02
YGR083C	S000003315	GCD2	0.662	6.32	4.88	6.54e-5	0	0.67
YMR304W	S000004920	UBP15	-0.603	5.97	-4.88	6.49e-5	0	0.76
YLR129W	S000004119	DIP2	0.539	6.6	4.89	6.41e-5	0	0.7
YMR194W	S000004807	RPL36A	0.777	7.87	4.89	6.36e-5	0	0.649
YPL212C	S000006133	PUS1	0.628	5.84	4.9	6.22e-5	0	0.781
YNR047W	S000005330	FPK1	-0.512	6.06	-4.91	6.05e-5	0	0.768
YDR247W	S000002655	VHS1	-1.17	3.79	-4.92	5.98e-5	0	1.25
YOR285W	S000005811	RDL1	-1.71	2.52	-4.92	5.9e-5	0	1.64
