ORF	SGD	GENENAME	logFC	AveExpr	t	P.Value	adj.P.Val	B
YBR265W	S000000469	TSC10	0.0195	5.82	0.157	0.876	0.93	-7.76
YDR371W	S000002779	CTS2	-0.024	4.65	-0.159	0.875	0.93	-7.55
YBR119W	S000000323	MUD1	-0.037	3.63	-0.16	0.874	0.93	-7.28
YGR028W	S000003260	MSP1	0.0178	5.57	0.161	0.873	0.93	-7.7
YDR443C	S000002851	SSN2	0.0196	5.6	0.162	0.873	0.93	-7.72
YNL218W	S000005162	MGS1	0.0283	3.75	0.162	0.872	0.93	-7.32
YMR243C	S000004856	ZRC1	-0.0181	8.57	-0.163	0.872	0.93	-7.84
YIL164C	S000001426	NIT1	-0.0633	1.3	-0.164	0.872	0.93	-6.56
YBR011C	S000000215	IPP1	0.0179	10.3	0.163	0.872	0.93	-7.78
YDR328C	S000002736	SKP1	-0.0199	6.16	-0.164	0.871	0.92	-7.79
YPL008W	S000005929	CHL1	0.0236	4.34	0.164	0.871	0.92	-7.48
YCR027C	S000000622	RHB1	-0.0275	4.11	-0.165	0.87	0.92	-7.41
YNL254C	S000005198	RTC4	-0.0423	2.76	-0.166	0.87	0.92	-6.98
YLL052C	S000003975	AQY2	-0.0596	4.76	-0.166	0.87	0.92	-7.1
YAL023C	S000000021	PMT2	0.0202	9.99	0.168	0.868	0.92	-7.79
YNL040W	S000004985	NA	0.0296	4.56	0.168	0.868	0.92	-7.52
YJL219W	S000003755	HXT9	-0.186	-1.49	-0.169	0.867	0.92	-5.78
YHR091C	S000001133	MSR1	-0.0285	4.78	-0.17	0.866	0.92	-7.58
YCR020W-B	S000006439	HTL1	0.0498	2.46	0.17	0.866	0.92	-6.93
YNL314W	S000005258	DAL82	0.0335	2.93	0.17	0.866	0.92	-7.09
YDR524C-B	S000028739	NA	-0.0527	8.22	-0.17	0.867	0.92	-7.85
YJL197W	S000003733	UBP12	-0.0191	6.69	-0.17	0.867	0.92	-7.84
YNR013C	S000005296	PHO91	0.0207	7.75	0.172	0.865	0.92	-7.86
YDR044W	S000002451	HEM13	-0.0206	6.03	-0.171	0.865	0.92	-7.78
YJL096W	S000003632	MRPL49	0.0219	5.01	0.174	0.863	0.92	-7.62
YDR408C	S000002816	ADE8	-0.0225	5.38	-0.174	0.863	0.92	-7.66
YER089C	S000000891	PTC2	0.0207	6.72	0.174	0.863	0.92	-7.83
YNL268W	S000005212	LYP1	0.0219	7.13	0.174	0.864	0.92	-7.85
YJR089W	S000003849	BIR1	0.0304	4.09	0.174	0.864	0.92	-7.41
YMR097C	S000004703	MTG1	-0.0362	3.61	-0.174	0.864	0.92	-7.29
YKL105C	S000001588	SEG2	0.0291	5.28	0.173	0.864	0.92	-7.67
YMR214W	S000004827	SCJ1	-0.0192	6.17	-0.175	0.862	0.92	-7.77
YDR386W	S000002794	MUS81	0.0339	3.1	0.176	0.862	0.92	-7.12
YOR175C	S000005701	ALE1	-0.0149	7.05	-0.177	0.861	0.92	-7.85
YBL019W	S000000115	APN2	-0.0353	3.23	-0.178	0.86	0.92	-7.16
YLR222C-A	S000028568	NA	0.0847	1.06	0.179	0.86	0.92	-6.42
YLR260W	S000004250	LCB5	-0.029	4.88	-0.179	0.86	0.92	-7.58
YDR169C	S000002576	STB3	-0.0232	5.27	-0.18	0.859	0.92	-7.64
YJR139C	S000003900	HOM6	0.029	9.52	0.18	0.858	0.92	-7.81
YHR155W	S000001198	LAM1	0.0212	5.94	0.181	0.858	0.92	-7.76
YDR541C	S000002949	NA	-0.0362	4	-0.182	0.857	0.92	-7.38
YLR423C	S000004415	ATG17	0.0588	2.17	0.182	0.858	0.92	-6.77
YMR149W	S000004757	SWP1	-0.0193	8.23	-0.182	0.857	0.92	-7.85
YDR237W	S000002645	MRPL7	-0.0193	6.04	-0.183	0.857	0.92	-7.78
YHR106W	S000001148	TRR2	0.0305	3.6	0.183	0.856	0.92	-7.27
YIL150C	S000001412	MCM10	-0.0549	2.64	-0.184	0.855	0.91	-6.95
YGL110C	S000003078	CUE3	-0.0274	4.66	-0.184	0.856	0.91	-7.54
YDR027C	S000002434	VPS54	-0.0199	5.89	-0.184	0.856	0.91	-7.74
YDL135C	S000002294	RDI1	-0.0294	5.44	-0.185	0.855	0.91	-7.7
YAL010C	S000000008	MDM10	0.0323	3.73	0.185	0.855	0.91	-7.31
YLR304C	S000004295	ACO1	0.0272	9.36	0.185	0.855	0.91	-7.81
YML109W	S000004577	ZDS2	0.0282	4.4	0.185	0.855	0.91	-7.47
YOR389W	S000005916	NA	-0.0472	2.66	-0.187	0.854	0.91	-6.96
YER041W	S000000843	YEN1	-0.0317	3.6	-0.187	0.853	0.91	-7.28
YMR255W	S000004868	GFD1	-0.0342	3.88	-0.187	0.853	0.91	-7.35
YMR083W	S000004688	ADH3	0.0206	8.61	0.187	0.853	0.91	-7.83
YLR076C	S000004066	NA	0.14	1.49	0.188	0.853	0.91	-6.61
YOL039W	S000005399	RPP2A	0.0275	10.2	0.188	0.852	0.91	-7.77
YFL032W	S000001862	NA	-0.126	0.377	-0.19	0.851	0.91	-6.29
YBR290W	S000000494	BSD2	-0.0355	4.63	-0.19	0.851	0.91	-7.53
YHR152W	S000001195	SPO12	-0.0489	3.15	-0.19	0.851	0.91	-7.14
YCL058W-A	S000028518	ADF1	0.0893	1.65	0.189	0.852	0.91	-6.53
YIL020C	S000001282	HIS6	0.0246	4.72	0.189	0.852	0.91	-7.5
YCR073C	S000000669	SSK22	0.0472	2.68	0.189	0.852	0.91	-6.92
YLL056C	S000003979	NA	-0.0501	2.23	-0.189	0.852	0.91	-6.85
YDL053C	S000002211	PBP4	0.0299	4.68	0.189	0.852	0.91	-7.55
YOR125C	S000005651	CAT5	-0.0344	4.1	-0.189	0.852	0.91	-7.33
YHR163W	S000001206	SOL3	0.0232	6.39	0.193	0.849	0.91	-7.79
YMR185W	S000004797	RTP1	-0.0347	4	-0.193	0.848	0.91	-7.21
YJL054W	S000003590	TIM54	-0.0256	6.22	-0.195	0.847	0.91	-7.8
YMR223W	S000004836	UBP8	-0.0233	5.15	-0.196	0.846	0.91	-7.65
YPL023C	S000005944	MET12	0.0174	6.45	0.196	0.846	0.91	-7.82
YLR168C	S000004158	UPS2	0.0286	4.87	0.197	0.846	0.91	-7.58
YLR020C	S000004010	YEH2	0.0221	5.95	0.197	0.846	0.91	-7.76
YNL288W	S000005232	CAF40	-0.0246	7.07	-0.197	0.845	0.91	-7.85
YCR020C	S000000613	PET18	0.0453	2.59	0.198	0.845	0.91	-6.97
YNL029C	S000004974	KTR5	-0.0242	4.7	-0.199	0.844	0.91	-7.54
YER021W	S000000823	RPN3	0.021	7.84	0.199	0.844	0.91	-7.85
YJR160C	S000003921	MPH3	0.189	0.815	0.2	0.843	0.91	-6.33
YNL295W	S000005239	MRX6	-0.0348	4.05	-0.2	0.843	0.91	-7.39
YIL030W-A	S000028789	NA	-0.0791	0.928	-0.2	0.843	0.91	-6.44
YHL014C	S000001006	YLF2	0.0623	2.48	0.2	0.843	0.91	-6.88
YBL021C	S000000117	HAP3	-0.0606	2.4	-0.201	0.842	0.91	-6.91
YNR025C	S000005308	NA	-0.102	1.15	-0.202	0.842	0.91	-6.5
YKL176C	S000001659	LST4	-0.024	6.9	-0.202	0.842	0.91	-7.84
YOL053W	S000005414	AIM39	0.046	3.05	0.203	0.841	0.91	-7.04
YLR369W	S000004361	SSQ1	0.0358	4.81	0.203	0.841	0.91	-7.57
YKL115C	S000001598	NA	-0.127	-0.0155	-0.203	0.841	0.91	-6.17
YKL170W	S000001653	MRPL38	-0.0263	4.68	-0.203	0.841	0.91	-7.55
YER185W	S000000987	PUG1	-0.0757	1.19	-0.205	0.839	0.9	-6.49
YMR173W-A	S000004785	NA	-0.199	1.7	-0.206	0.839	0.9	-6.25
YOL005C	S000005365	RPB11	0.0293	5.06	0.206	0.839	0.9	-7.62
YCL009C	S000000515	ILV6	0.0392	8.23	0.207	0.838	0.9	-7.84
YLR339C	S000004331	NA	-0.147	1.6	-0.207	0.838	0.9	-6.58
YGR231C	S000003463	PHB2	0.0288	6.44	0.207	0.838	0.9	-7.8
YJL137C	S000003673	GLG2	0.0325	4.29	0.208	0.837	0.9	-7.45
YLR146W-A	S000113566	NA	0.0933	1.52	0.21	0.836	0.9	-6.62
YGR263C	S000003495	SAY1	-0.0333	4.23	-0.211	0.835	0.9	-7.4
YHR116W	S000001158	COX23	-0.0412	3.41	-0.213	0.834	0.9	-7.21
YGR165W	S000003397	MRPS35	0.0192	6.2	0.212	0.834	0.9	-7.79
YDR486C	S000002894	VPS60	-0.0321	4.38	-0.213	0.833	0.9	-7.47
YOR279C	S000005805	RFM1	0.0622	2.36	0.213	0.833	0.9	-6.89
YDR311W	S000002719	TFB1	-0.03	4.81	-0.214	0.832	0.9	-7.57
YKL119C	S000001602	VPH2	0.0288	4.4	0.214	0.832	0.9	-7.48
YKR086W	S000001794	PRP16	0.0293	5	0.214	0.832	0.9	-7.61
YBR062C	S000000266	NA	-0.0343	3.85	-0.214	0.832	0.9	-7.29
YLR135W	S000004125	SLX4	0.0462	3.02	0.214	0.833	0.9	-7.1
YJR004C	S000003764	SAG1	-0.0398	4.51	-0.215	0.831	0.9	-7.49
YGL077C	S000003045	HNM1	-0.0272	8.17	-0.215	0.832	0.9	-7.84
YOR123C	S000005649	LEO1	-0.0469	5.13	-0.216	0.831	0.9	-7.63
YOR209C	S000005735	NPT1	0.022	6.54	0.216	0.831	0.9	-7.82
YLR254C	S000004244	NDL1	-0.067	2.4	-0.217	0.83	0.9	-6.91
YKL019W	S000001502	RAM2	-0.0301	5.71	-0.218	0.83	0.9	-7.73
YHL008C	S000001000	NA	-0.115	0.517	-0.218	0.829	0.9	-6.29
YDL240W	S000002399	LRG1	0.031	4.57	0.219	0.829	0.9	-7.52
YMR307C-A	S000028578	NA	-0.298	-0.954	-0.219	0.829	0.9	-5.96
YNL283C	S000005227	WSC2	0.0329	7.27	0.222	0.827	0.9	-7.85
YBL050W	S000000146	SEC17	-0.0227	6.04	-0.223	0.826	0.89	-7.74
YPL010W	S000005931	RET3	0.0211	7.22	0.223	0.825	0.89	-7.84
YGR121C	S000003353	MEP1	0.0397	4.23	0.224	0.825	0.89	-7.42
YDR407C	S000002815	TRS120	0.0241	6.44	0.224	0.824	0.89	-7.81
YDR291W	S000002699	HRQ1	0.0233	5.29	0.224	0.824	0.89	-7.66
YKL084W	S000001567	HOT13	0.0527	2.65	0.224	0.825	0.89	-6.96
YJR090C	S000003850	GRR1	0.0249	6.05	0.225	0.824	0.89	-7.76
YIL116W	S000001378	HIS5	-0.0291	6.26	-0.226	0.824	0.89	-7.73
YNL127W	S000005071	FAR11	-0.0281	5.16	-0.226	0.823	0.89	-7.63
YMR073C	S000004677	IRC21	-0.0509	2.64	-0.226	0.823	0.89	-6.94
YGR196C	S000003428	FYV8	-0.0423	4.38	-0.228	0.822	0.89	-7.45
YLR353W	S000004345	BUD8	-0.0286	5.59	-0.227	0.822	0.89	-7.71
YHR074W	S000001116	QNS1	0.0251	7.37	0.228	0.822	0.89	-7.85
YLR123C	S000004113	NA	-0.262	-1.55	-0.23	0.82	0.89	-5.84
YCR016W	S000000609	NA	0.0574	3.99	0.23	0.82	0.89	-7.22
YDL076C	S000002234	RXT3	-0.034	4.55	-0.23	0.82	0.89	-7.45
YDR505C	S000002913	PSP1	-0.0313	6.44	-0.23	0.82	0.89	-7.77
YOR109W	S000005635	INP53	0.0271	7	0.23	0.82	0.89	-7.84
YHR192W	S000001235	LNP1	-0.0322	4.52	-0.231	0.819	0.89	-7.5
YLR015W	S000004005	BRE2	-0.046	3.59	-0.231	0.819	0.89	-7.19
YLR330W	S000004322	CHS5	-0.0285	6.74	-0.232	0.819	0.89	-7.83
YPL024W	S000005945	RMI1	0.0342	4.01	0.232	0.819	0.89	-7.37
YCR097W	S000000694	HMRA1	-0.0508	3.05	-0.232	0.819	0.89	-7.1
YIL166C	S000001428	NA	0.0753	2.06	0.233	0.818	0.89	-6.79
YGL119W	S000003087	COQ8	0.0338	4.77	0.233	0.818	0.89	-7.56
YER100W	S000000902	UBC6	0.0333	5.31	0.233	0.818	0.89	-7.66
YGL044C	S000003012	RNA15	-0.0361	4.76	-0.232	0.818	0.89	-7.55
YFR030W	S000001926	MET10	-0.0316	4.95	-0.233	0.818	0.89	-7.58
YNL168C	S000005112	FMP41	-0.0255	5.64	-0.233	0.818	0.89	-7.71
YPR044C	S000006248	OPI11	0.249	0.109	0.235	0.816	0.89	-6.21
YLL033W	S000003956	IRC19	0.0534	2.51	0.236	0.815	0.89	-6.94
YMR264W	S000004877	CUE1	0.0331	5.69	0.238	0.814	0.89	-7.72
YDR057W	S000002464	YOS9	-0.0268	4.99	-0.238	0.814	0.89	-7.57
YAL068C	S000002142	PAU8	-0.258	-0.33	-0.239	0.813	0.89	-5.95
YKL145W	S000001628	RPT1	0.0227	7.25	0.239	0.813	0.89	-7.83
YGL181W	S000003149	GTS1	0.0268	5.08	0.239	0.813	0.89	-7.59
YHR100C	S000001142	GEP4	0.0594	3.15	0.241	0.812	0.89	-6.99
YJL143W	S000003679	TIM17	-0.0427	6.76	-0.242	0.811	0.89	-7.82
YKL075C	S000001558	NA	-0.0322	4.7	-0.241	0.811	0.89	-7.54
YDL006W	S000002164	PTC1	0.0284	5.2	0.241	0.812	0.89	-7.63
YGR184C	S000003416	UBR1	-0.0212	7.85	-0.242	0.811	0.89	-7.84
YDR545W	S000002953	YRF1-1	0.106	1.77	0.242	0.811	0.89	-6.68
YLL035W	S000003958	GRC3	0.0433	4.86	0.244	0.81	0.88	-7.5
YFR041C	S000001937	ERJ5	0.0378	5.22	0.245	0.809	0.88	-7.61
YDL147W	S000002306	RPN5	0.0298	7.46	0.247	0.807	0.88	-7.84
YNL204C	S000005148	SPS18	0.0692	1.81	0.247	0.807	0.88	-6.67
YGL053W	S000003021	PRM8	0.0534	2.5	0.247	0.807	0.88	-6.93
YOR106W	S000005632	VAM3	0.0436	3.67	0.247	0.807	0.88	-7.28
YOR203W	S000005729	NA	0.0898	1.93	0.247	0.807	0.88	-6.73
YOL003C	S000005363	PFA4	-0.0338	4.86	-0.247	0.807	0.88	-7.57
YLR090W	S000004080	XDJ1	-0.0354	4.8	-0.248	0.806	0.88	-7.56
YCR041W	S000000637	NA	-0.156	-0.373	-0.249	0.806	0.88	-6.09
YDR532C	S000002940	KRE28	-0.0815	2.21	-0.249	0.805	0.88	-6.84
YMR100W	S000004706	MUB1	-0.0423	4.79	-0.25	0.804	0.88	-7.56
YGL029W	S000002997	CGR1	0.167	2.1	0.25	0.805	0.88	-6.48
YKL034W	S000001517	TUL1	0.0297	5.76	0.251	0.804	0.88	-7.69
YML009W-B	S000004471	NA	0.0794	2.49	0.252	0.803	0.88	-6.9
YKL058W	S000001541	TOA2	-0.0342	5.5	-0.252	0.803	0.88	-7.69
YNL214W	S000005158	PEX17	-0.0449	3.3	-0.255	0.801	0.88	-7.14
YKL138C-A	S000028421	HSK3	-0.0832	1.83	-0.254	0.801	0.88	-6.71
YIL160C	S000001422	POT1	0.193	-0.993	0.254	0.801	0.88	-5.92
YHR181W	S000001224	SVP26	-0.029	6.22	-0.254	0.802	0.88	-7.78
YLR275W	S000004265	SMD2	0.0653	3.21	0.254	0.802	0.88	-7.15
YCL005W-A	S000028508	VMA9	-0.0552	4.93	-0.254	0.802	0.88	-7.59
YGL136C	S000003104	MRM2	-0.0358	4.27	-0.255	0.801	0.88	-7.44
YBR205W	S000000409	KTR3	0.0239	6.95	0.257	0.799	0.88	-7.83
YDR404C	S000002812	RPB7	-0.0255	6.72	-0.259	0.798	0.88	-7.82
YNL170W	S000005114	NA	0.0989	1.38	0.259	0.798	0.88	-6.56
YDL087C	S000002245	LUC7	-0.0677	2.71	-0.259	0.798	0.88	-7
YBR010W	S000000214	HHT1	-0.0495	7.09	-0.261	0.797	0.88	-7.8
YBR043C	S000000247	QDR3	-0.041	4.14	-0.26	0.797	0.88	-7.37
YOR051C	S000005577	ETT1	0.0335	5.94	0.26	0.797	0.88	-7.73
YDR201W	S000002609	SPC19	-0.0438	3.48	-0.263	0.795	0.87	-7.23
YDR313C	S000002721	PIB1	-0.0395	3.74	-0.263	0.795	0.87	-7.29
YLR025W	S000004015	SNF7	-0.0494	4.86	-0.262	0.795	0.87	-7.57
YOR329C	S000005856	SCD5	-0.0291	5.9	-0.262	0.796	0.87	-7.72
YJR010C-A	S000003770	SPC1	-0.0636	3.54	-0.262	0.796	0.87	-7.25
YJL126W	S000003662	NIT2	-0.0526	3.42	-0.262	0.796	0.87	-7.21
YAR031W	S000000078	PRM9	0.0407	3.79	0.262	0.796	0.87	-7.31
YNR030W	S000005313	ALG12	0.0329	7.41	0.262	0.796	0.87	-7.84
YCL036W	S000000541	GFD2	0.15	2.38	0.266	0.793	0.87	-6.24
YGR199W	S000003431	PMT6	0.0278	6.8	0.265	0.793	0.87	-7.82
YHR078W	S000001120	NA	-0.0264	5.94	-0.265	0.793	0.87	-7.75
YCR054C	S000000650	CTR86	-0.033	4.52	-0.265	0.793	0.87	-7.49
YNR040W	S000005323	NA	0.0476	3.45	0.267	0.792	0.87	-7.22
YIR029W	S000001468	DAL2	0.125	0.56	0.267	0.792	0.87	-6.32
YBR173C	S000000377	UMP1	-0.0316	6.46	-0.267	0.792	0.87	-7.77
YPL096C-A	S000028423	ERI1	-0.0935	2.08	-0.268	0.791	0.87	-6.77
YPR139C	S000006343	LOA1	0.0418	5.73	0.268	0.791	0.87	-7.72
YBR185C	S000000389	MBA1	-0.0362	5.44	-0.268	0.791	0.87	-7.68
YBL095W	S000000191	MRX3	-0.0519	3.35	-0.269	0.79	0.87	-7.19
YLL057C	S000003980	JLP1	0.174	-0.634	0.27	0.79	0.87	-6.02
Q0130	S000007274	OLI1	-0.307	-1.06	-0.27	0.79	0.87	-5.93
YPL107W	S000006028	NA	-0.0691	2.75	-0.27	0.79	0.87	-7.01
YOR057W	S000005583	SGT1	0.0329	5.16	0.27	0.79	0.87	-7.62
YJL099W	S000003635	CHS6	-0.0523	3.96	-0.271	0.789	0.87	-7.36
YGR218W	S000003450	CRM1	-0.0278	8.47	-0.271	0.789	0.87	-7.82
YHR060W	S000001102	VMA22	0.0772	3.3	0.271	0.789	0.87	-7.17
YOR304C-A	S000005830	BIL1	-0.0674	1.98	-0.271	0.789	0.87	-6.76
YNL136W	S000005080	EAF7	-0.0896	3.08	-0.271	0.789	0.87	-7.11
YAL033W	S000000031	POP5	0.0511	3.82	0.272	0.788	0.87	-7.3
YJL013C	S000003550	MAD3	-0.0498	4.3	-0.272	0.788	0.87	-7.43
YGL093W	S000003061	SPC105	-0.0416	4.45	-0.273	0.787	0.87	-7.47
YMR026C	S000004628	PEX12	0.045	4.1	0.273	0.787	0.87	-7.38
YGL039W	S000003007	NA	-0.0483	3.76	-0.274	0.787	0.87	-7.3
YLR227C	S000004217	ADY4	-0.0773	3.08	-0.274	0.786	0.87	-7.09
YKR021W	S000001729	ALY1	0.0314	5.65	0.275	0.786	0.87	-7.7
YDR082W	S000002489	STN1	0.05	2.96	0.276	0.785	0.87	-7.07
YLR290C	S000004281	COQ11	-0.043	4.24	-0.276	0.785	0.87	-7.35
YOR017W	S000005543	PET127	-0.0376	5.2	-0.277	0.785	0.87	-7.64
YDL095W	S000002253	PMT1	0.0353	9.55	0.277	0.785	0.87	-7.78
YOL095C	S000005455	HMI1	0.047	4.26	0.28	0.782	0.87	-7.43
YML099C	S000004565	ARG81	-0.031	5.49	-0.28	0.782	0.87	-7.68
YDL063C	S000002221	SYO1	0.0768	4.12	0.279	0.782	0.87	-6.8
YML020W	S000004482	NA	-0.0509	4.12	-0.279	0.783	0.87	-7.38
YLR101C	S000004091	NA	0.133	-0.108	0.279	0.783	0.87	-6.14
YNL336W	S000005280	COS1	-0.172	2.32	-0.279	0.783	0.87	-6.47
YJR022W	S000003783	LSM8	0.12	1.35	0.279	0.783	0.87	-6.53
YLR379W	S000004371	NA	-0.289	-1.08	-0.278	0.783	0.87	-5.91
YOR084W	S000005610	LPX1	0.0768	3.1	0.278	0.783	0.87	-7.08
YKL209C	S000001692	STE6	-0.0793	2.42	-0.278	0.784	0.87	-6.85
YGL190C	S000003158	CDC55	0.0414	6.34	0.278	0.784	0.87	-7.78
YLR208W	S000004198	SEC13	0.0253	7.65	0.278	0.784	0.87	-7.83
YGL209W	S000003177	MIG2	0.213	1.66	0.278	0.784	0.87	-6.19
YGR294W	S000003526	PAU12	0.468	-1.46	0.281	0.781	0.87	-5.83
YGR029W	S000003261	ERV1	0.0353	4.24	0.282	0.78	0.87	-7.42
YOR270C	S000005796	VPH1	0.0327	10.4	0.282	0.78	0.87	-7.74
YOL110W	S000005470	SHR5	0.0804	3.37	0.282	0.78	0.87	-7.17
YER111C	S000000913	SWI4	-0.0519	5.71	-0.282	0.781	0.87	-7.7
YMR115W	S000004721	MGR3	0.0504	4.98	0.284	0.779	0.87	-7.58
YPL183W-A	S000007224	RTC6	0.06	3.84	0.283	0.779	0.87	-7.32
YGL081W	S000003049	NA	-0.188	0.382	-0.283	0.78	0.87	-6.24
YGL195W	S000003163	GCN1	0.0378	8.81	0.283	0.78	0.87	-7.81
YBL081W	S000000177	NA	0.0353	6.4	0.283	0.78	0.87	-7.78
YGL017W	S000002985	ATE1	0.0369	4.56	0.284	0.779	0.87	-7.49
YDR219C	S000002627	MFB1	0.0576	4.07	0.284	0.779	0.87	-7.38
YIR027C	S000001466	DAL1	0.15	0.491	0.285	0.778	0.87	-6.24
YDL175C	S000002334	AIR2	-0.0454	4	-0.287	0.777	0.87	-7.35
YPR031W	S000006235	NTO1	-0.0626	3.78	-0.287	0.777	0.87	-7.23
YGL247W	S000003216	BRR6	-0.0627	2.74	-0.288	0.776	0.86	-7
YDR378C	S000002786	LSM6	0.0727	4.1	0.288	0.776	0.86	-7.39
YBR049C	S000000253	REB1	-0.0287	6.52	-0.288	0.776	0.86	-7.8
YJR102C	S000003863	VPS25	0.0501	3.55	0.288	0.776	0.86	-7.23
YNL016W	S000004961	PUB1	0.0256	8.31	0.289	0.775	0.86	-7.82
YBL022C	S000000118	PIM1	0.036	7.3	0.289	0.775	0.86	-7.82
YGR274C	S000003506	TAF1	0.0401	5.21	0.289	0.775	0.86	-7.63
YIL169C	S000001431	CSS1	-0.051	13	-0.291	0.774	0.86	-7.59
YOR154W	S000005680	SLP1	0.0515	4.57	0.292	0.773	0.86	-7.43
YDR014W	S000002421	RAD61	-0.0765	2.92	-0.292	0.773	0.86	-7.06
YIL031W	S000001293	ULP2	-0.0492	4.73	-0.292	0.773	0.86	-7.53
YNL177C	S000005121	MRPL22	0.0409	5.72	0.293	0.772	0.86	-7.71
YJL058C	S000003594	BIT61	0.0499	3.45	0.295	0.771	0.86	-7.2
YNL319W	S000005263	NA	0.16	0.389	0.295	0.771	0.86	-6.27
YJR107W	S000003868	LIH1	0.0503	4.09	0.295	0.77	0.86	-7.34
YBL063W	S000000159	KIP1	0.0641	4.24	0.296	0.77	0.86	-7.41
YBR019C	S000000223	GAL10	-0.252	-1.29	-0.298	0.768	0.86	-5.84
YIR022W	S000001461	SEC11	-0.0382	6.01	-0.298	0.769	0.86	-7.74
YCR010C	S000000603	ADY2	0.281	-1.4	0.298	0.768	0.86	-5.82
YLR091W	S000004081	GEP5	-0.065	3.03	-0.299	0.768	0.86	-7.07
YER040W	S000000842	GLN3	-0.0636	4.26	-0.299	0.768	0.86	-7.42
YPL151C	S000006072	PRP46	0.0524	3.94	0.3	0.767	0.86	-7.34
YLR104W	S000004094	LCL2	-0.0409	5.64	-0.299	0.767	0.86	-7.66
YDR487C	S000002895	RIB3	0.0306	6.72	0.302	0.766	0.86	-7.8
YNL051W	S000004996	COG5	0.0435	4.49	0.302	0.765	0.86	-7.47
YMR160W	S000004770	NA	0.0552	4.26	0.303	0.765	0.86	-7.36
YKR070W	S000001778	NA	0.0368	5.29	0.302	0.765	0.86	-7.64
YDR253C	S000002661	MET32	0.171	0.328	0.302	0.765	0.86	-6.21
YER030W	S000000832	CHZ1	-0.0742	4.44	-0.304	0.764	0.86	-7.46
YDR009W	S000002416	GAL3	-0.105	1.62	-0.303	0.764	0.86	-6.57
YNL225C	S000005169	CNM67	-0.0602	3.92	-0.303	0.764	0.86	-7.33
YPR182W	S000006386	SMX3	-0.0753	3.17	-0.303	0.764	0.86	-7.12
YCL039W	S000000544	GID7	0.0552	4.55	0.305	0.763	0.86	-7.44
YMR023C	S000004625	MSS1	-0.0702	2.95	-0.305	0.763	0.86	-7.03
YIL083C	S000001345	CAB2	0.0356	5.63	0.306	0.762	0.85	-7.69
YJR049C	S000003810	UTR1	-0.0419	4.96	-0.307	0.762	0.85	-7.57
YDR088C	S000002495	SLU7	-0.0761	2.79	-0.307	0.762	0.85	-7
YFL041W-A	S000028547	NA	-0.235	-0.859	-0.308	0.761	0.85	-5.95
YOR117W	S000005643	RPT5	0.0294	7.55	0.308	0.761	0.85	-7.82
YKR085C	S000001793	MRPL20	0.0391	5	0.309	0.76	0.85	-7.58
YFR050C	S000001946	PRE4	-0.0316	7.56	-0.308	0.761	0.85	-7.82
YGL222C	S000003190	EDC1	0.0573	3.91	0.309	0.76	0.85	-7.32
YBL023C	S000000119	MCM2	0.0331	5.62	0.311	0.759	0.85	-7.69
YBR063C	S000000267	NA	0.0516	3.61	0.311	0.759	0.85	-7.23
YLR062C	S000004052	BUD28	0.185	0.189	0.311	0.759	0.85	-6.18
YJL146W	S000003682	IDS2	-0.0412	4.35	-0.311	0.759	0.85	-7.4
YIR030C	S000001469	DCG1	0.17	-0.197	0.313	0.757	0.85	-6.11
YBR058C	S000000262	UBP14	-0.0352	6.48	-0.312	0.758	0.85	-7.78
YMR164C	S000004774	MSS11	-0.0603	3.75	-0.313	0.757	0.85	-7.27
YMR099C	S000004705	NA	0.0302	7.26	0.314	0.757	0.85	-7.82
YCR046C	S000000642	IMG1	-0.057	4.16	-0.314	0.756	0.85	-7.39
YNR062C	S000005345	NA	-0.289	-0.986	-0.316	0.755	0.85	-5.91
YDR329C	S000002737	PEX3	-0.0421	4.49	-0.316	0.755	0.85	-7.47
YDL007W	S000002165	RPT2	0.0295	7.59	0.317	0.754	0.85	-7.81
YNL009W	S000004954	IDP3	0.144	1.01	0.317	0.754	0.85	-6.4
YGR220C	S000003452	MRPL9	-0.0322	5.62	-0.317	0.754	0.85	-7.69
YBR279W	S000000483	PAF1	-0.0676	5.12	-0.317	0.754	0.85	-7.61
YPR175W	S000006379	DPB2	-0.0575	4.16	-0.318	0.754	0.85	-7.39
YHR015W	S000001057	MIP6	0.307	-1.22	0.318	0.753	0.85	-5.87
YIL041W	S000001303	GVP36	-0.0295	7.29	-0.318	0.753	0.85	-7.82
YNR028W	S000005311	CPR8	-0.0313	5.73	-0.319	0.753	0.85	-7.7
YNL084C	S000005028	END3	0.0443	6.06	0.319	0.752	0.85	-7.74
YOL112W	S000005472	MSB4	0.0497	3.62	0.319	0.753	0.85	-7.24
YMR200W	S000004813	ROT1	0.0288	6.36	0.319	0.753	0.85	-7.77
YHR033W	S000001075	NA	0.152	0.121	0.321	0.752	0.85	-6.16
YPR067W	S000006271	ISA2	0.0505	4.13	0.321	0.751	0.85	-7.37
YBR118W	S000000322	TEF2	-0.0467	14	-0.321	0.751	0.85	-7.53
YDR183W	S000002591	PLP1	0.0649	3.16	0.322	0.751	0.85	-7.12
YLR099W-A	S000007618	MIM2	-0.0886	2.63	-0.322	0.75	0.85	-6.95
YGR171C	S000003403	MSM1	0.0454	4.74	0.323	0.75	0.85	-7.52
YLR234W	S000004224	TOP3	0.121	1.83	0.323	0.749	0.85	-6.64
